,text,label
1937,"Destinations of a Lifetime (National Geographic) Review ""This breathtaking, 320-page volume, published by National Geographic, contains 250 exquisite color photographs that will either inspire you to see the world or at least give you the opportunity to become the quintessential armchair traveler. It features hundreds of locales around the world, both natural and man-made, including ancient monoliths, scenic islands, white-sand seashores and rain forests. Images taken by some of the world’s premier photographers are accompanied by practical travel information for visitors to each place, including dining and lodging options.""—The Wall Street Journal""The world's most desirable holiday destinations—in pictures.""—Theguardian.com 				    	 					 About the Author Dan Westergren took up photography after being taught how to develop film by an indulgent science teacher in the eighth grade. That early experience instilled in him a reverence for the classic, timeless feel of a wonderful photograph, a reverence that he continues to feel even with his job as Director of Photography for National Geographic Travel. In addition to photo editing for National Geographic Traveler magazine andNatgeo.com/travel he has photographed a variety of stories, including expeditions up Mt. Kilimanjaro in Africa and Mont Blanc and the Matterhorn in the European Alps. Westergren also went on and photographed an expedition to ski the last degree to the North Pole. Over the years, he's shot some of the world's most intriguing people, places and experiences.",Books
1938,"Steelbird 173609 Adonis Dashing Full Face Helmet (Black and Red, L) Size:Large (60cm)                                                                                 |                            Colour:Black and Red   Steelbird full face helmet.",Clothing & Accessories
1939,"Fourwalls Bonsai Ficus Plant (6 Stems, 252 Leafs, 41 cm, Mixed Material, Green)",Household
1940,"Expresso 6-Sided Stainless Steel Grater and Slicer,Wood Finish Specification: Item:6 IN 1 Cheese Grater Vegetable Slicer Material: ABS + 413 stainless steel +plastic Weight: 200g Size:Approx 9 inch Color: Silver Package included: 1*6 IN 1 Cheese Grater Vegetable SlicerThe hexagonal design provides you with a variety of customized shred thickness on each side for different customized grating needs based on the grating style you want. A top-rated professional grade stainless steel cheese grater is an item to keep in your kitchen that assists immensely in shredding a wide variety of edibles. whether its cheddars, mozzarella, camembert, feta or any other type. Make amazing pizzas, salads, pasta And many other dishes with the grated cheese. Not only limited to grating cheese but also great for shredding vegetables like cabbage, cucumber, carrot, Welsh rarebit, lemon or orange peel, and other food items. The sturdy construction ensures its longevity so that it can be of great use. The grater has a weight of 250 g that makes it easy to carry, and it measures 9 x 25.5 x 11.5 cm (3.5 x 9.5 x 4.5 inches) which allows it to take minimal storage space whether it’s on your counter or inside your cabinet. Just rest the base of the grater against a plate and grip the comfortable handle on top for fast, high-volume shredding.",Household
1941,"Npc Wireless 3G/4G High Gain Yagi Antenna With 10 Metres Cable SMA- Male For Routers With Sma Female Port- 16 Dbi Gain Npc 3G 4G Yagi Antenna Is Meant For Places Where Outdoor 3G/4G Network Is Poor For Routers , One Can Use This Yagi Antenna To Boost Signal & Data ( This Antenna Is Compatible To Routers Having Sma - Female Port",Electronics
1942,"AmazonBasics Digital Optical Audio Toslink Cable - 9.8 Feet (3 Meters),Black Size name:9.8 Feet                                                                                 |                            Style name:Standard   AmazonBasics Digital Optical Audio Toslink Cable - 9.8 Feet (3 Meters)",Electronics
1943,"Fem&Fab Kaftan with striped printed border and sleave(FNF0004) Beautiful kaftan abaya in nida fabric beautifuly crafted By Fem&Fab the choice of modern women. Perfect for both formal and occasional wear. Style will create an essence of Style tradition, Style and fashion. Very comfertable kaftan with printed border and sleave.Highlights:-Standard length is 56-57 inches. Dry clean, machine or hand wash can be done. Ironing on low heat is preferable",Clothing & Accessories
1944,"AB SALES Plastic Storage Basket Box Organizer for Jars, Bottle, Fruits, Vegetable, Utensils (29x21x8 cm, Multicolour) -Set of 3 Pieces",Household
1945,"Aryan Stainless Steel Tong Roti Chapati Chimta Chipya S3, 1 Piece, Silver Packaging content : - Aryan Tong Roti Chapati Chimta / Chipya S3 Dimension ( L x B x H ): 29 cm x 3.75 cm x 3 cm Qty: - 1 Pc Set Approximate. Weight : - 150 Grams per set Material Used:- Stainless Steel About the Company:- Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serve-ware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, HAZEL, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",Household
1946,QTH® Milk Boiler Specialized Pot capcity of 1.5L New Arrival-2019 Strong and sturdy Thicker gauge for high durability Easy to wash and clean Rust proof and hygenic Induction Compatible Material: 0 Package Contents: 1-Piece Milk Boiler (1500ml),Household
1947,Redgear Pro Wireless Gamepad (Black) Style name:Dual Dongle wireless   Wireless Gamepad for PC,Electronics
1948,"Osaka 58mm UV Filter for Canon EOS DSLR Camera Osaka 58mm UV Filter for Canon EOS DSLR Camera Perfect for UV Protection All photography experts need this one accessory that they cannot do without. It is a UV filter for 58 mm front thread lenses by Osaka. Since photo films are more sensitive to UV rays, even more than our eyes, therefore this filter protect the film from causing any aberrations in your photographs. When you see bluish cast or haze in your photographs, it is the UV interruption. Mostly it happens, while you are photographing on high altitude or over water that causes these aberrations. Now that you know the reasons for such pictures, you can use the Osaka UV filter to capture great pictures anywhere and anytime.  Protection Against Many Other Things The Osaka UV filter not only protects your film from getting exposed to the harmful UV rays but also against several other things that can damage your camera lens. It can protect your lens against moisture, scratches, dust and fingerprints. With long hours of photography your lens remains exposed as well, therefore it needs to be cleaned over and over again to get that perfect shot. Such excessive cleaning leads the lens to lose it coating, it becomes blurred and soft and the polish of the lens diminishes. This can cause blurred photographs. The UV filter absorbs most of the dust and moisture so you need not clean the lens so often. The filter only absorbs the UV light and not the normal light. So you can keep it on your lens all the time as it does not affect the contrast or the colour of your photographs. It is light weight so it does not add too much weight to your camera. Get the Osaka 58mm UV Filter for Canon EOS DSLR Camera and keep your photography skill sharpened.",Electronics
1949,"JVS Stainless Steel Towel Bar and Hooks, 4-Piece, Silver Jvs S.S. Kitchen towel bar and hook combo is a perfect way to organize your kitchen towels, tools, napkins, mittens and almost anything you can think of hanging. These unique concept slide on products come with a protective soft padding inside that protects the finish of your expensive cupboards and drawers. They can be mounted and removed as desired whenever and wherever. The sleek brush steel look adds to the look of your kitchen and remains unspoilt for years.",Household
1950,"Skylight                                                                                                                                                                                                                                                                                                                                                                                                                 CD, Import Atoma places the infinite reaches of the universe at the feet of their fans, presenting an atmospheric apocalyptic epos. In order to relate their tale, the Swedish trio create a synthesized sound sphere deeply anchored on a driving rock foundation. The songs evoke ethereal and electronic details that provide the complexity necessary to transform this release into a spectacular journey of discovery. Atoma's Skylight is a post rock/metal album that will make an adventurous astronaut of anyone who listens.",Electronics
1951,Black Holes: The Reith Lectures (Lead Title),Books
1952,Mathematics (Based on Tamil Nadu Uniform System of School Education) Class 10 Tamil Nadu ,Books
1953,"The Archaeology of Knowledge: And the Discourse on Language From the Back Cover Madness, sexuality, power, knowledge-are these facts of life or simply parts of speech? In a series of works of astonishing brilliance, historian Michel Foucault excavated the hidden assumptions that govern the way we live and the way we think. The Archaeology of Knowledge begins at the level of 'things said' and moves quickly to illuminate the connections between knowledge, language, and action in a style at once profound and personal. 				    	 					 About the Author Michel Foucault, one of the leading philosophical thinkers of the 20th century, was born in Poitiers, France, in 1926. He lectured in universities throughout the world; served as director at the Institut Français in Hamburg, Germany and at the Institut de Philosophie at the Faculté des Lettres in the University of Clermont-Ferrand, France; and wrote frequently for French newspapers and reviews. His influence on generations of thinkers in the areas of sociology, queer theory, cultural studies, and critical thinking are not to be underestimated. Among his many books were the Foucault Reader, Society Must Be Defended, and Great Ideas. At the time of his death in June 1984, he held a chair at France's most prestigious institutions, the Collège de France. Foucault was the first public figure in France to die from HIV/AIDS.",Books
1954,"TECNORA Classico TCM 107 M Thermoblock Pump Espresso and Cappuccino Coffee Maker (1050 W, Black) The classico 107m features advanced function and design, taking our flagship model - the classico 106m - to a level. Capitalising, we completely redesigned the real classico to make your coffee experience perfect. This entry-level espresso maker now comes with 1050 watts of power, which not only boosts the boiler efficiency but also provides a greater consistency of steam to froth milk for that creamy cappuccino. The sleek, compact, lightweight plastic body houses a powerful electromagnetic solenoid pump for extracting a full coffee flavour, guaranteeing you the complete cafe experience in your own home. This single-head espresso machine with a single boiler thermoblock switches between two temperature modes temperatures for brewing coffee (87 - 91 Degrees) and preparing steam (95 Degrees). The thermoblock ensures the correct temperature setting that will not overheat or burn your coffee. For the coffee aficionado in search of the perfect espresso shot, we also provide a classico-pro version with a bottomless portafilter and basket along with a matching tamper. Look for the listing marketplace by TECNORA. The standard machine comes with two pressurized portafilter baskets, one for a single espresso and the other for a double espresso shot. An additional panarello wand makes frothing easier. A smart auto switch-off feature prevents overheating and turns the machine off automatically in 25 minutes. No more having to go back home to check to see if you've turned off your coffee-maker.",Household
1955,"Rebzar Laser Line Pro Spirit Level 2.5 m Tape and 1/2 ft Ruler for Multiple Purposes (Black) Combines a fine-tuned tape measure, a triple-positioned Leveling bubble, and a NEW laser level to provide maximum results. Note-   Laser Ranging Error that is given as ""+/-1.5mm at 10m and 25m"" If the laser is the Vertical Level or the Horizontal Level, you shouldn't adjust the Beam.",Household
1956,Royal Kurta Men's Silk Blend Loop Button Kurta and Dhoti Set,Clothing & Accessories
1957,"Amorza Seamless Underwear Women's Panties Women's Briefs Thongs Panties Female G String Sexy Lace Intimates Black Night Amorza Women Girls Sexy Panties Underwear Lace Floral Briefs Thongs Sheer Transparent Panties Seamless Breathable G-string. Very Smooth comfortable Material,sexy and breathable .Best choice for yourself or your girlfriend! Fashion design,100% Brand New,high quality!, ONE SIZE FITS S- M (FIT MOST WOMEN) (WAIST:28-30"") Pack of 1 We also deal in Babydoll, Bikini, Bra, Panty Set, panty, Briefs, Thong, Nightwear, Shapewear,Swimwear Air bra, Bustier, Tube bra, skirt, Fancy Bra,Teddy Lingerie, Lace Lingerie,Lingerie accessories, Handcuffs, Adjustable Strap, Bralett Bra, Lingerie Costumes and other fantasy costumes, Stocking, Garters, Wedding wear, Thong Bikini, Beauty, Woman Style, Sparkles, First night wear,Bridal panty, Bridal Lingerie Set, Lingerie Set, Full coverage bra, Hipsters, Hotshort, Cycling short, Capri, Stick on bra, Cami bra, Boy short panty, Fashion tape, Sportbra, Pushupbra, Slip. Sale Deal: Special festive deal for Summer & Winter, Festival, Wedding occasion, Dailywear,Panties and thongs, thongs, Sexy woman lingerie, sexy honeymoon lingerie, Sexy panties for woman, Sexy erotic gstring for woman, thongs for girls, bridal panties, wedding panties, erotic panties, hipsters, open crotch panties, boyshorts for woman, woman boyshorts.",Clothing & Accessories
1958,"Leoie Scary Elastic Metal Skeleton Linked Hand Chains Punk Style Bracelet Halloween Ornaments for Men and Women Description: Category: bracelet Style: unisex Weight: 67g Packing: individually packed Packing list: 1*bracelet The colors deviation might differ due to different monitor settings, please kindly understand. Please tell us first when you have any problem, we will give you the best service and solve the problem ASAP. Thank you so much.",Household
1959,"Voltas 1.5 Ton 3 Star Inverter Split AC (Copper, 183V CZT/183 VCZT2, White) Gone are the days of conventional cooling systems as you get this latest Voltas 183V CZT Split AC for introducing comfort and style to your home. Designed to maintain the set temperature effortlessly, this split air conditioner comes with a Turbo Mode, Sleep Mode and Anti Dust filter promise a complete deal for healthy living. Featuring Self Diagnosis feature, this device enables you to detect the cause of any malfunctioning in the unit for easy servicing. With a rating of Inverter 3 Star, this eco-friendly AC consumes less power and saves on energy.",Household
1960,"VOGUE INDIA - February, 2019 Before it's in fashion, it's in Vogue. Everything you need to know about fashion, trends, beauty, people and lifestyle, VOGUE India is your ultimate style guide. In these pages you’ll find the hottest, newest and latest from the world of fashion and beyond, both in India and from across the world, making it the must-have accessory for the modern, fashionable Indian woman.",Household
1961,"BodyGlove Boy Kids Casual Round Neck Printed Text T-Shirt, Half Sleeve, Cotton Decade of experience in manufacturing for many top foreign labels has enabled us to craft a product with quality on par with the best international high street brands. Our internal testing shows our graphic printed T-Shirts are to be twice as durable as compared to many leading brands. Show how much you love your child by gifting them our premium quality T-Shirt. This garment is made of cotton with stretch material for enhanced stability, long life and comfort in all physical postures. Soft huggy effects with feel good factor is the USP of BodyGlove. Amp up your kid's casual style with this well-structured stretchable T-Shirt from BodyGlove. Your kid's skin will love the feel of this trendy T-Shirt as it is fashioned using pure cotton material for ultimate comfort. These modern T-Shirts are made of fine knitted cotton. Tailored in regular fit, it promises a great comfort during everyday chores of your child. Pair up this cool T-Shirt with blue jeans or trousers and sneakers and flaunt the ultimate casual look. Worrying that your child is quickly outgrowing the clothes you bought recently? Worry not, because this T-Shirt is stretchable and would fit your child even if he outgrows a little. One T-Shirt from BodyGlove can replace two T-Shirts of any other brands. In addition to saving money, you can also avoid the environmental footprint of manufacturing, transporting, and discarding each of thoseT-Shirts. Wash Care Instructions: Machine wash in cold water; Do not bleach, wring or twist; Dry in shade; Do not iron on print; Warm low iron",Clothing & Accessories
1962,"HEALIFTY Christmas Decoration 45cm DIY Tabletop Christmas Tree Artificial Christmas Tree Desktop Ornament Home Party Holiday Decoration DescriptionAre you looking for decorations in Christmas? This DIY Christmas tree might fit your needs. Comes with ornaments, you can DIY this small tree yourself. It features adorable looking and fine craftsmanship, is a unique tabletop decoration. It is great for Christmas, creating festive atmosphere for the festival.Features- Color: As shown.- Material: PVC.- Size: About 45x24x24cm.- Made of good-quality material, durable for long-lasting use.- Decorate the tree with ornaments including treetop star, bowknots, apples and more.- Nice gift to friends to families in Christmas.- Festive tabletop decoration for Christmas, festival or usual home decor.Package Including1 xChristmas Decoration 45cm DIY Tabletop Christmas Tree Artificial Christmas Tree Desktop Ornament Home Party Holiday Decoration",Household
1963,"Modestly About the Author Dina Torkia is a blogger and YouTuber with over 2.4 million followers worldwide. She was named by YouTube as a Creator for Change in 2017 and YouTube featured a series of her videos under the hashtag #YourAverageMuslim. In January 2018 Dina was listed as one of Vogue’s “New Suffragette’s”, a new wave of influential females fighting to empower women in the battle for equality. She has collaborated with a whole host of brands including Liberty London, Tom Ford, ASOS, Revlon, Glossier and H and M. She currently lives in Cardiff with her husband, Sid and daughter, Hana.",Clothing & Accessories
1964,"Introduction to Mass Communication This book is designed to give a general and comprehensive view of Mass Communication to the student. The book is unique in presenting mass communication Models and Theories in one volume. The book serves the purpose of all students of mass media and in the field as it is designed specially keeping in focus the academic syllabi of leading universities and colleges. The book is divided into four parts: 1) Introduction to Mass Communication. 2) Function of Mass Communication. 3) Models of Mass Communication. 4) Theories of Mass Communication. This book presents an overview of the various mass communication models which includes Linear/ Non –linear models of communication and theories which includes Media theories, normative theories of mass communication. This book gives insight to basic concepts of mass Communication.",Books
1965,"A & T Hidden Micro Mini Secret Spy Pen Camera Recorder Dvr VGA 720x480p Kit with No Lights Recording, Up to 32GB SD Card (Silver) NO NEED TO LOOK TO ANOTHER SPY PEN, GUARANTEED!! This rechargeable pocket covert camera is the only thing you need to get discreetly good on any kind of performance, studies, meetings, keep your detailed notes, or for your uncover missions! No one will ever notice, this tiny pinhole ''eye'' in your shirt or on your desk office. The video and audio quality will definitely satisfy your expectations because it is high quality! A recorder pen that is one of the cool spy gadgets into your spying equipment, for real spys! This thing rips pen and pencil because it writes also perfect! It is one of the cheapest but cool things to buy and have! Resolution 720*480P (720x480AVI, 1280x1024JPG) · 30 fps · 0.3 megapixel · High Capacity Li-thion 180 mAh Rechargeable Battery · Up to 32gb SD/TF card (not included) · Charging DC 5V · Charging/Data USB extension cable · PC and MAC compatible FOR LONG LIFE OF THIS DEVICE",Household
1966,Havells GHRFHAGW200 2000-Watt Comforter Havells Comforter comes with 2 heat setting at 1400 W and 2000 W respectively so that user can choose different option depending upon climatic condition Product automatically switches off if it goes beyond desired temperature Safety is ensured through over heat protection which switches off the product automatically if product is accidentally over heated.,Household
1967,"TOTAL HOME :New Privacy Home Static Cling Window Sun Shade Film No Glue Self Adhesive Decorative Sticker {SIZE: 60X122 CM} 2 PICS Hello! Welcome to our store! Quality is the first with best service. customers all are our friends. High quality!Brand new100%! Material: PVC. Non-toxic, environmental protection, waterproof. Brand new, Fashion Design and high Quality. The Window Films are a great way to keep privacy with decoration. In a variety of designs, window films are more beautiful ,fashion, style, more innovative, and practical, constantly updated to meet the people chasing the fashion consumer. And fits a variety of applications, from offices to schools to stores to homes. Whether you are buying a gift for your friend or creating an innovation wall/glass at home, it is always a best choice for you. The surface is dull polish. Transparent and opaque grinding material is good for your private space. High transmittance,but not transparent. Stereo adornment effect,making your home more elegant and more beautiful. It protects your room from Strong sunlight, reduces 60% solar radiation in summer, keeps the heat in winter, saving electric charge. 90% Anti-UV, no harm for human body, avoid floor,furniture,curtain ageing and faded. This no-glue(no adhesive) window film by the electrostatic to stickers on the glass,it is easy to stick on and tear down Application: Tables ,sunrooms,sitting room ,dining-room,the exhibition hall etc. SIZESIZE: 60X122 CM Color: As The Picture Package Included: 2 x Toilet Glass Stickers Window Film",Household
1968,"Paradigm Pictures Pipe & Bells Wind Chime for Home Positivity & Home Balcony Garden Decoration (golden, 5 bell & 4 pipe) Paradigm Pictures Bell & Pipe Feng Shui Wind Chime for bedroom & Balcony || Home Decor items",Household
1969,"1,001 Tips For Orthodontics And Its Secrets About the Author Dr Esequiel E Rodriguez Yanez has a doctorate degree in the field of dental surgery from the Universidad de la Salle Bajío in Mexico. He has a master’s degree in the study of Orthodontics and was awarded the National Research Award in 1993. Since 1999, he has been the Head Professor of Department of Orthodontics at the Centro de Estudios de Ortodoncia del Bajio. Dr Esequiel is a Fellow of the World Federation of Orthodontists, Member of the National College of Dental Surgeons, Member of the Editorial Review Board of the Journal Dentista Y Paciente and Member of the Editorial Review Board of the Journal Vision Dental.",Books
1970,"Yellow Weaves Cotton Folding Round Laundry Bag - (16x14-inches, Beige) Color Name:Beige   Yellow weaves brings to you a collection of stylish and durable laundry bags for your home. You can keep this bag close to your washing machine and bathroom. Your house remains clean and hygienic with all your laundry organized and stored in this laundry bag. It is easy to fold and store, it is light in weight and has an easy to carry handle. You can fold it flat for easy storage.",Household
1971,"Stainless Steel Covered Butter Dish With Serving Spoon (1 Piece) (Material: Steel & Acrylic) Set the table with Anchor Hocking Presence accessories. The clean lines of the butter dish tie into any dinner setting or theme. The butter dish stores nicely in your fridge for everyday use as well. Stylish and contemporary, the smooth curves of this butter dish with lid is made out of thick, will complement any table setting. Features : 1. Clear glass 2. Presence design 3. Comes with cover 4. Plastic X Stainless Steel 5. 23 x 7 x 5",Household
1972,"IFB Essentials Autodish Salt Dishwasher - 1 kg Style name:Salt Dishwasher   Living in hard water areas can be a hassle. Metallic impurities present in hard water not only reduce the longevity of a dishwasher but also result in higher detergent consumption and poor wash quality. Autodish salt, a purified dishwasher salt that helps reduce hardness of water and protects your dishwasher from lime scale deposits. Equally suitable for all types of automatic dishwashers. When regularly used it keeps dishwashers corrosion free and improve detergent usage. Granular structure is designed to provide the right consistency and uniform action throughout a wash cycle. It is environment friendly..",Electronics
1973,"Amazon Brand - Symbol Men's Straight Fit Shorts Symbol brings to you a best in class casual bottoms and shorts, crafted from one of the best fabrics and made in the best of the manufacturing units. These bottoms are made using best of the accessories. These bottoms are available across fits, colors and sizes to cater to the Indian market.",Clothing & Accessories
1974,"Understanding Exposure, Fourth Edition Review ""Of all the photography books I have on my bookshelf, and believe me, I have quite a few, this is the one that stands out as the most helpful. It is the first one I recommend to new photographers and it is one that I refer to when I need a bit of a refresher. It will take the fear out of moving from the point and shoot modes to the creative modes of your camera.""- Digital Photography School  About the Author 0 				    	 					              See all Product description",Books
1975,"Amazon Brand - Solimo 100% Cotton 12 Piece Face Towel Set, 500 GSM (Multicolour) Color Name:Multicolor   100% cotton, extra soft and absorbent Plush 500 GSM towels Long-lasting fade resistant fabric Size: 30x30 cm Pack contents: 12 face towels Colours: Iris blue, paradise pink and spring green",Household
1976,Fareto® Baby Mom & Dad Quotes Combo of 5 Full Sleeves Printed T-Shirts/Tees/Daily Wear Tees,Clothing & Accessories
1977,Action Shoes Men's Hawaii Thong Sandals,Books
1978,"AJ DEZINES Boy's Velvet Party Wear Suit Set Exclusive three piece party suit set from AJ Dezines. It is composed from good quality velvet material that makes it skin friendly. This party wear suit set comes with T-Shirt, Blazer and Trouser. Featuring blazer full sleeve, welt pocket and stylish neck with beautiful pattern. Full length trouser and made of half elastic on the back side which ensures it fits to the little and delicate waist of your child. This product are available in three different colour fawn, grey and Lemon dress for boys is super comfortable to wear all day long. Possessing an appealing and self design pattern, this party suit set keep your son out of rush. Suitable for party, wedding, festival, birthday party any occasion. We are leading Brand in kids wear with wide range of kids clothing which includes kids ethnic wear, accessories and a lot more.",Clothing & Accessories
1979,"Femora Borosilicate Glass Microwave Safe Mixing Bowl, Container, Baking Dish and Casserole Kitchen Set, Transparent and White (Small) Size:Small   Femora casseroles are the perfect choice to store food and cook food in the microwave/oven. Femora provides you the confidence to use the product which is empowered by High Borosilicate Glass.",Household
1980,"Grey Pouf, Premium Cotton Hand Knitted, 30 x 45 cms, Ottoman/Pouffe/Foot Stool Best for Bedroom, Living Room, Kids Room, Soft, Comfortable by ABONY Knit is Life Casual and chic cotton knitted pouf is a great alternative as an extra seat or a place to prop your feet. This versatile accent is the perfect option for dressing up a family or kids room without taking up taking up a lot of space or budget. The soft, hand knitted cotton shell is generously stuffed with plush foam ball filling that result in a sturdy, yet comfortable nesting spot. Floor poufs increase the comfort factor of any space. Features-Cotton, Round, Handmade item-Materials: polystyrene ball filling, yarn, thread, fabric-Product Details--Shape: Round--Upholstery Material: Cotton--Assembly Required: No",Household
1981,"INOVERA (LABEL) MP3 Player Wireless FM Transmitter Modulator USB SD MMC LCD with Remote Red Light, Assorted Colour 1.New and high quality. 2.Compact and fashional design. 3.Listen to your favorite MP3 in your car with this multi-function car MP3 player 360 degree rotation. 4.With a support of FM channels, this Car MP3 wireless FM transmitter lets you take a break from your regular music. 5.Plug the MP3 player into cigarette lighter of your car directly. 6.LCD display of frequency.",Electronics
1982,"Royal waves Gym Gloves / Cycling Gloves / Riding Gloves / Stretchable Size for both Men and Women, Black Colour, Odor free and clean Royal waves give you best quality on the better price for make you happy. This Gloves special made for Gym, Weight Lifting, Cycling, Moto Riding, Football Goalkeeping and others sports Which has the need for this, on the other hand, it is very easy to grip and most comfortable leather fixed inside hand with Super stretchable micro leather. Moreover, it looks very trendy. Natural Leather Palm, Washable Leather, and Mesh, Double Stitched, 4 - Way Stretch POLY SPAN Mesh, Short Finger Length, Palm Reinforced with Foam, Luxurious Closure system. Features:  Designed for weightlifters who are looking to reduce wrist injuries while lifting weights.  Flexi-strap wrist closure present in MACHO gloves scales down unwanted pressure on the wrists. Short Finger Length, Palm Reinforced with Foam, Luxurious Closure system. Provides ample grip to the lifter.",Clothing & Accessories
1983,"Diverse Men's Slim Fit Jeans Blue Diverse is a western wear value brand for men. Our range consists of basic and updated basic apparel across both formal and casual wear. We offer the right blend of quality, style and value aimed to delight our customers.",Clothing & Accessories
1984,"BIO KID Kid's Cotton Fashion 3/4 Legging - Set of 1 Cute dress from BIO KID. Add a splash of colour to your cute kids. Made from perfect material , which keep your little love comfort all day long",Clothing & Accessories
1985,"AURION Girl's Poly Cotton 1 Piece Swimsuit (Blue, 3-4 Years) Kids girls' one-piece sleeveless swimsuit. Round neckline, wide shoulder straps with a irremovable bow knot details. Polyamide, elastane suitable for swimming, surfing or beach wear.",Clothing & Accessories
1986,"Alka TEX Silk Lehenga Choli This Floor Length Printed Bhagalpuri Lehenga Choli with contrasting 42 Inches Semi Stitched Top, Lehenga is Semi Stitched which can be fitted up to 42 inch Waist, 42 inch Length and 2.10 mtr Flair, Dry Wash Or Normal Hand Wash",Clothing & Accessories
1987,New Born Baby Woolen Knitted Baby Set (3Pcs Suit),Clothing & Accessories
1988,"Kuchipoo Front Open Kids Thermal Set (Pack of 2) This product is made from fine quality thermal material and finished in attractive colors. It features long sleeve, round neck, and is targeted towards both baby boys and baby girls Please Bear in Mind That Displayed Photo May Slightly Different From Actual Item in Terms of Color Due to the Lighting During Photo Shooting or the Monitor's Display.",Clothing & Accessories
1989,"SAM GPS Security Pro (with Free Android Mobile App) - GPS Tracker Device for Car,Bike,Truck and Bus with Engine Lock and Anti Theft Alarm SAM GPS Security System is a combination of Device and Mobile App with following features. 1. Live Tracking: Real-time location and Address 2. Engine Access : Switch on or switch off vehicle using your mobile, from anywhere. A great feature for theft and related emergencies. 3. History Video: Watch full day history video to see where your vehicle went in just 20 seconds. You can select any date. See the address and time of existence of vehicle at every place it visited. 4. Safe-Zone or Geo-fence: Mark office, home or any place as safe-zone to get push notification on vehicle entry and exit from safe-zone. This features keeps you updated for all entries and exist with timestamp. 5. Daily Stats: Get Total Distance, Run Time, Idle Time, Stoppage Time, Maximum Speed and Average Speed for everyday travel of your vehicle. 6. Analytics of Daily stats: Compare daily performance on graphs with previous data points and average score. 7. Compatibility: Compatible with Car, Bus, Truck, and Bikes. 8 Login: Multiple vehicles can be tracked on a single mobile dashboard. 9. Anti Theft Alarm: Instant alarm in case of theft case such as ignition turn on or towing of vehicle out of safety circle using cutting edge technology. 10. Share location of your vehicle with family and friends without sharing the password. SAM GPS Security system can be installed at any hidden portion of the vehicle. One can track all his/her vehicles on single mobile dashboard.",Electronics
1990,"Polyworm Bernini Wall Oval Mirror (PW-WG_Large_Walnut) A timeless masterpiece, the Bernini Mirror is an Italian Baroque inspired design that brings the ornate touch your living room has been missing.",Household
1991,"Jockey Women's Cotton Cross Over Bra Made of Cotton Elastane stretch fabric, providing Superior Comfort and Stretch. Innovative crossover design provides complete support and excellent cup lift. Well designed for added coverage and natural shaping. Soft, adjustable straps rest comfortably on shoulders and leave no marks on your skin.",Clothing & Accessories
1992,"Canon EF50MM F/1.8 STM Lens for Canon DSLR Cameras Canon EF50MM F/1.8 STM Lens for Canon DSLR Camera The lightweight, compact EF 50mm f/1.8 STM is the perfect entry level offering from Canon’s prime range of EOS lenses. With an 80 mm effective focal-length on APS-C cameras, 50 mm on full-frame cameras, it is perfect for portraits, night-time photography, and even action sequences. Circular 7-Blade Design Its vivid maximum aperture of f/1.8 not only excels in low light, but also capture gorgeous, sharp images and movies with beautiful background blur and bokeh thanks to its circular 7-blade design. Its latest lens arrangement with new lens coatings helps render images with outstanding colour balance, and minimised ghosting and flare. Compact and Fully Equipped For Movies The EF 50mm f/1.8 STM’s performance is outstanding, with a stepping motor (gear-type STM) to deliver near-silent, continuous Movie Servo AF for movies and speedy, smooth AF for stills. A restructured exterior with enhanced focus ring placement makes manual focus adjustments exceedingly simple and easy. Canon's most compact 50 mm lens, the EF 50 mm f/1.8 STM has a rugged metal mount, plus an improved minimum focusing distance of 1.15 ft. (0.35 m) and a maximum magnification of 0.21x. Offering enhanced performance for the best in movies and stills, it's a fixed focal length lens makes it perfect for photographers and moviemakers who want to expand the creative possibilities with their EOS cameras.",Electronics
1993,HOMEPRODUCTS4U Anant Adjustable Iron Jack Plane 50mm Cutter 355mm Long A5 Anant planes are perfect for the hobby or professional woodworker. The heavy cast iron construction and accurate fit and finish make these tools an excellent value for the woodworker seeking a reliable tool at an . Made in India,Household
1994,"Inditradition Ultra-Stable Telescopic Ladder, Folding Step Ladder, Aluminium, 3.8 Meter (12.5 Feet) Height Ideal For Cleaning Windows, Interior & Exterior Painting & Decorations, All Other House Hold Works & Office Works. Super Quality Alloy Aluminium Built Ladder. Non-Slip Rubber Angled Feet to Protect Floor Surfaces and Give Great Grip in All Positions. Anti-Skid PVC Shoes for Added Safety. This Telescoping Ladder Compacts Down to a Quarter of Its Height to Approx 87 CM, For Effortless Storage In Your Car or Other Limited Spaces in House or Office. Unlock Each Section In 1-Foot Increments Independently To Tailor The Ladder Height to Your Needs. Secure the Ladder Closed With The Heavy Duty Strap For Storage & Transportation When Not In Use. The ladders are attached with a Hook and Loop Strap for Securing When Not In Use. Lightweight & Portable. Certificated to European Safety Standard EN131. Dimensions When Fully Extended : 12.5 Feet Ladder (Height-380 CM x Width-48.5 CM x Depth-8.8 CM) :: Net Weight - 10.9 KG :: Maximum Load Capacity - 150 KG. Ladder for Home Use",Household
