transaction_id,transaction_date,transaction_price
TRANSACTION_49010,2020-04-08,663098331
TRANSACTION_72765,2015-01-15,137807594
TRANSACTION_87947,2004-10-25,966459469
TRANSACTION_90364,2002-12-23,727690383
TRANSACTION_2963,2000-10-29,869961676
TRANSACTION_58450,1992-03-16,284793416
TRANSACTION_72327,1981-03-28,967490509
TRANSACTION_40142,2007-09-06,781752253
TRANSACTION_15475,1982-08-30,724307089
TRANSACTION_43250,1977-09-20,197403545
TRANSACTION_17546,1996-07-16,702344734
TRANSACTION_4072,2015-11-05,278851938
TRANSACTION_39158,1982-12-27,663990104
TRANSACTION_45216,2022-10-22,368236999
TRANSACTION_80801,1979-06-16,374912158
TRANSACTION_93708,2012-04-02,775977448
TRANSACTION_58854,2016-10-15,885825966
TRANSACTION_4645,2018-12-03,240066592
TRANSACTION_99171,1973-10-26,727322256
TRANSACTION_59048,2010-02-03,308368621
TRANSACTION_18133,1993-10-07,205905376
TRANSACTION_2675,2013-02-14,109784970
TRANSACTION_16649,2008-06-19,474923609
TRANSACTION_50227,2019-04-03,667023832
TRANSACTION_83997,1993-09-24,235228321
TRANSACTION_10306,2016-03-22,152462836
TRANSACTION_30413,1975-11-20,60638728
TRANSACTION_15503,2007-12-29,424269715
TRANSACTION_88634,1972-05-23,310661741
TRANSACTION_38125,2001-05-07,534569027
TRANSACTION_27354,1981-07-12,102209176
TRANSACTION_34811,2008-09-04,823298045
TRANSACTION_99202,2017-09-25,176396175
TRANSACTION_89725,1983-08-30,861763710
TRANSACTION_54168,1982-03-25,86957733
TRANSACTION_1238,1976-01-23,57594106
TRANSACTION_86454,1990-08-13,853584229
TRANSACTION_22987,1995-10-15,354600448
TRANSACTION_13724,2003-06-06,406731162
TRANSACTION_71428,2008-12-06,174208611
TRANSACTION_85573,1993-11-13,759030442
TRANSACTION_24162,1991-03-13,849430716
TRANSACTION_78202,1971-07-09,719988556
TRANSACTION_78187,2000-05-19,75434532
TRANSACTION_29494,1995-05-22,192215138
TRANSACTION_42365,1991-01-28,714620372
TRANSACTION_48048,2021-11-16,4305000
TRANSACTION_31686,1998-03-21,2962429
TRANSACTION_26625,1996-08-06,362442804
TRANSACTION_26959,1976-02-17,941801472
TRANSACTION_27637,1992-04-21,377241569
TRANSACTION_9687,2009-10-05,394120500
TRANSACTION_97193,1986-06-30,12503179
TRANSACTION_97405,1990-06-12,276903633
TRANSACTION_33878,1991-01-30,19811182
TRANSACTION_29704,1996-03-24,474776744
TRANSACTION_75642,1978-04-12,948614871
TRANSACTION_95847,1992-01-03,93814746
TRANSACTION_93697,2011-04-30,648876758
TRANSACTION_65481,2015-06-09,874355057
TRANSACTION_7020,1996-10-07,151582940
TRANSACTION_43157,1973-02-06,815746517
TRANSACTION_62137,1990-02-24,786833451
TRANSACTION_3858,2010-11-11,25142514
TRANSACTION_83709,1974-09-02,758971985
TRANSACTION_17916,2009-05-04,496181704
TRANSACTION_65456,1971-08-12,150146483
TRANSACTION_84303,2023-01-19,388430038
TRANSACTION_82778,2004-12-31,465016838
TRANSACTION_72206,1995-01-10,113815233
TRANSACTION_65377,1999-08-16,143239236
TRANSACTION_17042,1970-10-22,991927855
TRANSACTION_11914,1978-12-05,70621021
TRANSACTION_86341,1972-12-15,505312628
TRANSACTION_76516,1996-12-02,426244983
TRANSACTION_33935,1972-08-17,147335636
TRANSACTION_99178,1996-03-18,464856113
TRANSACTION_23431,2001-02-06,228043506
TRANSACTION_49424,2004-01-25,459453099
TRANSACTION_53770,2000-05-12,555040747
TRANSACTION_9612,1986-03-22,760174710
TRANSACTION_56694,2021-09-04,982983130
TRANSACTION_47059,2003-10-30,925105181
TRANSACTION_35088,1988-01-09,436031550
TRANSACTION_33256,2003-01-25,576321405
TRANSACTION_91451,2012-04-10,96863779
TRANSACTION_47774,2013-11-10,420025087
TRANSACTION_45841,2010-09-02,7423177
TRANSACTION_14352,2002-12-22,282549085
TRANSACTION_91280,1998-11-04,783298632
TRANSACTION_58621,1992-06-09,934290355
TRANSACTION_76751,1973-02-19,826445680
TRANSACTION_23902,1977-10-19,549043603
TRANSACTION_42921,2014-02-08,431464429
TRANSACTION_15883,2018-03-24,798742741
TRANSACTION_74981,1977-09-05,517110426
TRANSACTION_5440,2005-10-07,485122497
TRANSACTION_89030,1992-09-27,367085291
TRANSACTION_76674,1997-08-06,808372369
TRANSACTION_80702,2002-08-25,724155264
TRANSACTION_76536,2015-03-23,523750813
TRANSACTION_47906,2021-07-12,233796797
TRANSACTION_40143,1994-05-28,459679704
TRANSACTION_53551,1998-04-20,586864168
TRANSACTION_77305,2001-05-10,534804776
TRANSACTION_90379,1976-12-09,745164079
TRANSACTION_70545,2014-03-30,379406077
TRANSACTION_7297,1980-10-15,516126816
TRANSACTION_70916,1975-01-09,45470131
TRANSACTION_67014,2022-08-01,23649635
TRANSACTION_52419,2017-10-21,445836378
TRANSACTION_88999,2009-07-26,892759825
TRANSACTION_89326,1985-02-27,507838565
TRANSACTION_48416,1988-10-19,250898816
TRANSACTION_87397,1979-04-14,295498427
TRANSACTION_57349,1982-11-21,20545340
TRANSACTION_34951,1986-08-06,797965340
TRANSACTION_25025,1989-04-16,371601866
TRANSACTION_15875,2011-04-01,571005678
TRANSACTION_83171,1983-10-23,443469145
TRANSACTION_46992,2004-07-27,724004771
TRANSACTION_83402,2007-06-28,33008737
TRANSACTION_77556,2023-05-12,979221557
TRANSACTION_65528,1992-08-12,890859200
TRANSACTION_54456,2018-06-10,881456693
TRANSACTION_51733,1976-08-30,726128085
TRANSACTION_50548,1985-05-28,994120290
TRANSACTION_63477,2003-03-11,574188662
TRANSACTION_9259,1999-04-21,258408219
TRANSACTION_17876,1999-06-30,605718153
TRANSACTION_45813,1970-04-14,100293891
TRANSACTION_82729,2020-10-05,214440187
TRANSACTION_47963,2013-06-22,111901779
TRANSACTION_45145,2011-11-24,863988102
TRANSACTION_59901,2020-02-14,973814780
TRANSACTION_92168,2023-01-16,64306329
TRANSACTION_56785,1986-07-08,490388975
TRANSACTION_25320,1991-02-08,780298726
TRANSACTION_30513,1993-08-21,951367481
TRANSACTION_27369,1999-07-24,798537537
TRANSACTION_18636,2018-10-05,973149961
TRANSACTION_26079,2001-02-18,268466153
TRANSACTION_37137,1995-06-24,16671919
TRANSACTION_15904,2004-03-15,124810856
TRANSACTION_62513,1997-06-12,309851589
TRANSACTION_82750,1997-09-19,168106976
TRANSACTION_96457,1990-11-12,402325379
TRANSACTION_79147,1983-07-14,802349259
TRANSACTION_35825,2000-03-25,989432406
TRANSACTION_37698,1977-12-10,554364250
TRANSACTION_89209,2012-03-07,536667383
TRANSACTION_17341,1996-03-20,286453608
TRANSACTION_59932,2007-09-03,525123974
TRANSACTION_8652,1993-07-12,311086402
TRANSACTION_27326,2020-05-17,840041381
TRANSACTION_39568,1976-03-31,770667746
TRANSACTION_17623,2022-06-07,55961335
TRANSACTION_60197,1987-10-16,213869228
TRANSACTION_14720,1991-09-26,250583007
TRANSACTION_74674,1977-03-18,78098982
TRANSACTION_48719,1974-06-21,589869820
TRANSACTION_95189,2004-06-20,506208677
TRANSACTION_24695,1998-11-12,89521991
TRANSACTION_18328,1998-01-03,181567654
TRANSACTION_90076,2007-04-02,252979646
TRANSACTION_49153,1984-12-07,561059414
TRANSACTION_2514,2003-10-13,491408084
TRANSACTION_66131,1991-10-12,675717214
TRANSACTION_95218,1989-08-10,72438508
TRANSACTION_55168,1981-06-28,434326251
TRANSACTION_54062,2005-08-27,948134183
TRANSACTION_38346,2008-05-27,989181317
TRANSACTION_99443,1984-03-17,963247283
TRANSACTION_6190,1998-06-17,742145522
TRANSACTION_12282,1972-03-31,570629828
TRANSACTION_47436,2017-04-22,949017176
TRANSACTION_82288,1985-06-12,24631908
TRANSACTION_7271,1998-02-21,645383133
TRANSACTION_43895,2020-02-27,903295214
TRANSACTION_12981,2020-04-11,613714479
TRANSACTION_87482,1988-05-08,843544157
TRANSACTION_7896,1974-09-08,203792808
TRANSACTION_88524,1985-12-22,174844597
TRANSACTION_89447,2015-12-23,366163559
TRANSACTION_34263,1978-06-30,239691829
TRANSACTION_71815,2017-09-26,986483672
TRANSACTION_66778,1985-10-24,6134876
TRANSACTION_14122,1989-08-08,470818228
TRANSACTION_1383,1992-03-20,573848351
TRANSACTION_83469,1987-09-27,830454065
TRANSACTION_4426,2016-12-20,690625601
TRANSACTION_60363,2017-10-04,807550058
TRANSACTION_28699,2006-03-12,293312404
TRANSACTION_11226,2011-04-25,389151795
TRANSACTION_60661,2009-08-19,806489739
TRANSACTION_20617,1996-11-11,84104193
TRANSACTION_39646,2003-07-29,322721325
TRANSACTION_85733,2007-06-15,706722573
TRANSACTION_86222,1995-07-02,295642721
TRANSACTION_96564,1983-01-21,876146216
TRANSACTION_41759,1971-07-24,160539113
TRANSACTION_8139,1977-01-05,368024661
TRANSACTION_21527,2002-11-05,755008620
TRANSACTION_69562,2022-10-12,141307652
TRANSACTION_84383,1973-07-18,13583734
TRANSACTION_42170,2014-08-11,326524877
TRANSACTION_23215,1976-12-29,710872370
TRANSACTION_16076,1981-09-01,198399870
TRANSACTION_60282,2016-10-25,916955157
TRANSACTION_85063,1989-03-07,707967878
TRANSACTION_52207,1980-01-08,51341842
TRANSACTION_23575,1994-03-04,190733245
TRANSACTION_22173,1993-09-26,154901639
TRANSACTION_57898,1972-12-26,523843594
TRANSACTION_73088,1994-11-27,94013112
TRANSACTION_57174,1977-01-14,173227546
TRANSACTION_95111,1988-11-03,863748279
TRANSACTION_85096,2019-04-22,966342111
TRANSACTION_47319,2012-11-14,150655700
TRANSACTION_93425,1974-03-31,317645315
TRANSACTION_74037,1990-01-28,336530413
TRANSACTION_31912,2022-09-07,325748386
TRANSACTION_99560,1992-11-18,823345579
TRANSACTION_61653,1997-02-18,926981653
TRANSACTION_58468,2020-03-29,848884056
TRANSACTION_48365,1989-08-15,707075501
TRANSACTION_20094,2013-06-25,585870249
TRANSACTION_40517,1973-06-28,84222057
TRANSACTION_97944,1991-07-26,114745260
TRANSACTION_53957,2019-09-28,122994649
TRANSACTION_56990,1991-11-04,446450872
TRANSACTION_97516,2017-06-04,746014529
TRANSACTION_97309,2010-10-14,48687021
TRANSACTION_45295,1999-12-10,403881967
TRANSACTION_28770,1990-08-08,699081214
TRANSACTION_5735,1975-04-28,902367541
TRANSACTION_88682,2007-09-01,76496843
TRANSACTION_54648,1979-05-17,172361291
TRANSACTION_32539,1993-08-28,678656629
TRANSACTION_71043,2007-04-30,737727114
TRANSACTION_66359,2021-01-27,150268999
TRANSACTION_13901,1994-10-01,483899112
TRANSACTION_31527,1981-01-24,904322401
TRANSACTION_17653,2018-07-12,819331800
TRANSACTION_46227,2006-09-21,6486172
TRANSACTION_8279,1988-02-23,824492604
TRANSACTION_22241,1982-08-16,364597501
TRANSACTION_48938,2008-10-06,519034753
TRANSACTION_84638,1997-08-06,95210818
TRANSACTION_59540,2000-03-04,965094650
TRANSACTION_46935,1995-10-25,191989873
TRANSACTION_97237,1991-03-18,243281528
TRANSACTION_76586,2008-11-23,286237817
TRANSACTION_6197,1995-02-22,789113902
TRANSACTION_73099,1990-06-03,896543788
TRANSACTION_31702,2020-12-17,848444560
TRANSACTION_87775,1989-10-11,439803855
TRANSACTION_35305,1999-04-02,64119728
TRANSACTION_26773,1975-11-13,793576225
TRANSACTION_30918,1971-04-14,669322777
TRANSACTION_39805,1988-11-26,401283133
TRANSACTION_87735,1976-11-04,623907404
TRANSACTION_84164,2004-04-23,175131125
TRANSACTION_5290,1983-01-06,535088169
TRANSACTION_11771,2003-05-27,291293990
TRANSACTION_16573,1977-05-09,743652574
TRANSACTION_71790,2017-08-22,89275054
TRANSACTION_54050,2012-08-03,17904178
TRANSACTION_94366,2012-12-05,491305830
TRANSACTION_92367,1977-09-25,724452597
TRANSACTION_62657,1983-09-18,528552336
TRANSACTION_33099,1987-11-08,677558126
TRANSACTION_36006,1974-07-16,681635813
TRANSACTION_62081,2019-05-19,615467176
TRANSACTION_95113,2001-04-18,133111580
TRANSACTION_43459,1997-03-15,703940085
TRANSACTION_13668,1984-03-16,685488265
TRANSACTION_19025,1992-04-06,318766416
TRANSACTION_12834,2016-01-25,904051705
TRANSACTION_82024,2022-04-01,79416894
TRANSACTION_14219,1978-09-05,212781246
TRANSACTION_57866,2007-07-19,374039803
TRANSACTION_50180,1979-04-11,591294505
TRANSACTION_84372,1987-09-27,337696502
TRANSACTION_1076,1989-05-03,944579603
TRANSACTION_57347,2022-03-09,34088157
TRANSACTION_41904,1975-06-09,191527659
TRANSACTION_78033,1998-05-08,377607139
TRANSACTION_80295,2003-06-14,332590881
TRANSACTION_34198,1993-07-11,140457933
TRANSACTION_69220,2010-10-20,946076193
TRANSACTION_90660,2020-11-04,319630060
TRANSACTION_14650,1979-11-18,676339003
TRANSACTION_69303,1995-11-07,931686795
TRANSACTION_7713,2016-09-28,287725677
TRANSACTION_6228,1989-04-14,345858110
TRANSACTION_33712,1977-12-22,661334499
TRANSACTION_21909,1984-02-17,926814146
TRANSACTION_14205,1988-09-06,393163322
TRANSACTION_25497,2012-05-01,641224981
TRANSACTION_17568,2003-09-24,428482491
TRANSACTION_96080,1980-10-01,825568003
TRANSACTION_49554,1975-06-27,834759945
TRANSACTION_89940,1996-10-22,947363339
TRANSACTION_83451,1976-09-20,263353145
TRANSACTION_72184,2007-03-24,239909018
TRANSACTION_8425,1984-09-27,684447711
TRANSACTION_97495,1971-04-04,251984905
TRANSACTION_48,2021-03-25,106744929
TRANSACTION_85701,2012-04-14,737743405
TRANSACTION_77070,2009-03-19,698476700
TRANSACTION_50688,1980-07-22,803696805
TRANSACTION_32309,1979-09-19,726683792
TRANSACTION_51916,1998-06-29,999538766
TRANSACTION_25772,2004-10-16,206478831
TRANSACTION_39408,2011-05-20,297631456
TRANSACTION_13287,2010-02-21,895150274
TRANSACTION_56452,1992-04-01,477956967
TRANSACTION_73932,1973-03-11,658653641
TRANSACTION_1851,2004-11-27,314524058
TRANSACTION_27822,2021-05-06,930947554
TRANSACTION_43100,1985-09-22,811122982
TRANSACTION_23712,2022-12-03,111609193
TRANSACTION_16049,1992-04-11,280629424
TRANSACTION_87877,2006-09-10,726809850
TRANSACTION_19992,1984-03-13,778072895
TRANSACTION_59871,2000-07-16,826656833
TRANSACTION_25314,1986-06-17,517410569
TRANSACTION_5326,2005-10-04,382129957
TRANSACTION_13795,1982-10-04,172018739
TRANSACTION_33991,1971-12-14,929048264
TRANSACTION_2915,1986-08-30,231185590
TRANSACTION_23617,2020-08-11,12060037
TRANSACTION_7173,1995-01-16,711808678
TRANSACTION_94926,2002-08-18,801297754
TRANSACTION_48600,1978-01-28,692936552
TRANSACTION_93778,1994-07-31,80075481
TRANSACTION_96194,1983-09-20,493554243
TRANSACTION_35907,2019-12-26,432438852
TRANSACTION_19528,2014-11-24,740424184
TRANSACTION_12637,2001-06-01,631616988
TRANSACTION_86655,1976-06-24,149951890
TRANSACTION_4187,1986-12-28,182540091
TRANSACTION_40523,1978-12-05,33383841
TRANSACTION_20172,2007-11-06,709943338
TRANSACTION_82899,1979-03-30,480649935
TRANSACTION_84548,1990-09-14,52173858
TRANSACTION_12960,1978-06-30,872976036
TRANSACTION_97915,2001-08-07,12016486
TRANSACTION_17057,2002-01-31,475520378
TRANSACTION_87050,1980-11-04,69271128
TRANSACTION_32705,1976-06-11,100344557
TRANSACTION_67065,2001-06-26,585127204
TRANSACTION_40054,1978-06-15,764330907
TRANSACTION_66545,2014-11-25,901106194
TRANSACTION_72610,2008-06-16,581505954
TRANSACTION_47638,1999-08-14,947299681
TRANSACTION_9031,1992-10-29,580869080
TRANSACTION_9354,2000-04-05,570639230
TRANSACTION_49450,1988-12-26,152849756
TRANSACTION_93955,2022-11-05,932639131
TRANSACTION_44936,1995-03-07,578256653
TRANSACTION_73032,2003-12-21,328846649
TRANSACTION_4841,1996-01-27,399191250
TRANSACTION_21743,1971-02-20,222831075
TRANSACTION_8022,1994-09-03,97631798
TRANSACTION_4628,2011-11-05,568333234
TRANSACTION_27234,1994-12-03,303461131
TRANSACTION_24626,1985-09-13,338053637
TRANSACTION_29160,2003-05-23,163567368
TRANSACTION_95878,1976-02-21,132721013
TRANSACTION_82292,1999-02-11,321564493
TRANSACTION_69844,1986-07-16,201098525
TRANSACTION_19940,1994-02-22,349609547
TRANSACTION_54158,2010-05-07,236759814
TRANSACTION_25795,2003-09-16,43831605
TRANSACTION_90576,1980-07-12,324393357
TRANSACTION_48780,1984-05-11,316612740
TRANSACTION_72251,1973-03-17,121527932
TRANSACTION_39781,2014-03-25,582702212
TRANSACTION_22567,2014-10-28,711329618
TRANSACTION_86815,2014-04-11,741811416
TRANSACTION_94154,2015-11-18,768247873
TRANSACTION_62851,1980-10-09,690199050
TRANSACTION_65140,1999-07-26,818754101
TRANSACTION_23153,1985-07-12,637806144
TRANSACTION_34177,1977-05-13,470611636
TRANSACTION_62229,2021-04-23,325307142
TRANSACTION_29472,2006-08-08,264723438
TRANSACTION_69399,2019-04-08,506273748
TRANSACTION_38518,1977-04-20,802967120
TRANSACTION_1621,1991-11-01,801416996
TRANSACTION_46295,1990-12-13,208535078
TRANSACTION_75250,1996-05-01,905613141
TRANSACTION_52318,2017-08-15,811730276
TRANSACTION_12234,1992-12-07,27562316
TRANSACTION_39450,1990-06-22,3229200
TRANSACTION_27819,1997-02-26,849212085
TRANSACTION_27694,1996-08-19,894918710
TRANSACTION_99314,2020-03-09,654658257
TRANSACTION_48771,2016-05-18,14028817
TRANSACTION_86720,1998-02-28,19189576
TRANSACTION_95267,1983-11-04,489556930
TRANSACTION_8391,1994-09-25,686138924
TRANSACTION_52456,2015-05-01,33568964
TRANSACTION_29020,1980-04-07,82522973
TRANSACTION_94183,2008-10-27,791166973
TRANSACTION_55210,1970-08-05,990969612
TRANSACTION_68425,2022-08-24,875633703
TRANSACTION_19642,1979-11-07,107004118
TRANSACTION_65021,1995-12-19,886067402
TRANSACTION_58,2021-07-20,84657170
TRANSACTION_30736,1986-02-06,45008876
TRANSACTION_1878,2000-03-12,964760104
TRANSACTION_51595,2016-10-16,471647644
TRANSACTION_6342,1977-09-25,530386780
TRANSACTION_76092,1978-06-29,186726166
TRANSACTION_61913,2020-03-16,953258379
TRANSACTION_87660,2008-01-19,689637694
TRANSACTION_7814,2022-04-09,998184692
TRANSACTION_3964,1986-09-17,181370537
TRANSACTION_73545,2022-04-26,1001624808
TRANSACTION_53555,2015-08-28,961657086
TRANSACTION_18386,2017-08-09,527173764
TRANSACTION_7298,1995-12-09,825204301
TRANSACTION_26668,2007-04-24,718136577
TRANSACTION_77497,2019-02-21,392514348
TRANSACTION_32885,2001-11-09,286923973
TRANSACTION_70461,1996-05-05,300156595
TRANSACTION_51601,2002-05-04,564321783
TRANSACTION_27470,2001-12-05,579480804
TRANSACTION_55928,1975-12-19,678594635
TRANSACTION_86674,1991-01-26,173851066
TRANSACTION_91780,1999-04-14,69126888
TRANSACTION_77684,2009-09-16,85133050
TRANSACTION_13958,2002-12-14,274258818
TRANSACTION_43986,2007-04-26,788326886
TRANSACTION_13414,2011-03-01,669239788
TRANSACTION_36246,2020-04-23,917334288
TRANSACTION_75785,2013-09-01,27593980
TRANSACTION_28802,1974-01-04,805525255
TRANSACTION_25568,2017-01-31,560197289
TRANSACTION_22678,2015-09-29,700433076
TRANSACTION_80895,1994-03-01,531394267
TRANSACTION_57301,1983-06-29,146204998
TRANSACTION_81544,2002-12-27,138377499
TRANSACTION_23309,1981-03-05,344588584
TRANSACTION_9117,2017-11-12,69299042
TRANSACTION_8793,2011-09-01,262895135
TRANSACTION_14762,2015-01-16,166233235
TRANSACTION_50342,2014-07-21,508906081
TRANSACTION_76577,1996-10-21,515215281
TRANSACTION_69410,2001-04-13,864677875
TRANSACTION_90451,2014-01-21,189848705
TRANSACTION_13278,2018-11-11,659054148
TRANSACTION_38844,1999-06-18,153846990
TRANSACTION_92024,1993-05-28,523260916
TRANSACTION_91098,2019-11-11,996697021
TRANSACTION_2335,2019-11-29,308727609
TRANSACTION_33736,2022-11-21,294729118
TRANSACTION_95234,1980-09-21,135225354
TRANSACTION_77626,1972-01-20,545074990
TRANSACTION_3155,2014-01-13,581936857
TRANSACTION_8615,2012-05-12,398565321
TRANSACTION_94711,2021-05-12,393650949
TRANSACTION_68994,1971-11-01,858875182
TRANSACTION_16359,1988-05-22,816984368
TRANSACTION_71790,1998-02-21,947755085
TRANSACTION_884,1983-01-01,417546414
TRANSACTION_27498,1972-01-19,472164247
TRANSACTION_35986,1994-03-03,823405185
TRANSACTION_35594,2004-05-28,703142347
TRANSACTION_23834,1998-04-07,82914121
TRANSACTION_42665,1972-12-30,440767093
TRANSACTION_42145,2010-11-25,3020944
TRANSACTION_50657,1990-06-26,878483563
TRANSACTION_55818,1985-12-24,594290589
TRANSACTION_13340,2001-09-27,391052890
TRANSACTION_79460,1970-10-29,668667771
TRANSACTION_65688,2006-04-10,456409552
TRANSACTION_8417,1983-09-17,156148703
TRANSACTION_57101,2018-04-08,42635777
TRANSACTION_88874,2020-12-10,48209663
TRANSACTION_18208,1973-12-29,396206202
TRANSACTION_75048,1978-12-08,400055949
TRANSACTION_33680,2000-12-21,431381353
TRANSACTION_46757,2005-09-05,684790135
TRANSACTION_76458,1979-02-07,928515861
TRANSACTION_88873,1972-07-05,760125236
TRANSACTION_18028,2010-01-17,427052140
TRANSACTION_35775,2022-03-08,728076326
TRANSACTION_53537,2014-05-18,15434612
TRANSACTION_2092,1998-01-28,94868062
TRANSACTION_53184,2006-11-08,698936210
TRANSACTION_4285,1985-06-28,200006862
TRANSACTION_41651,1997-03-17,454117633
TRANSACTION_56091,2009-11-06,624866421
TRANSACTION_76342,1995-12-12,224851839
TRANSACTION_25891,2005-10-31,714812395
TRANSACTION_15745,2005-01-08,303963070
TRANSACTION_69676,1972-08-28,325544137
TRANSACTION_38534,1984-01-16,509816321
TRANSACTION_73018,1976-11-16,664702803
TRANSACTION_26164,2000-11-20,447358187
TRANSACTION_38148,2010-01-18,146804083
TRANSACTION_48359,1998-12-13,296192141
TRANSACTION_41223,2011-11-10,905390015
TRANSACTION_36999,1991-10-11,869664163
TRANSACTION_35217,1971-11-18,893513671
TRANSACTION_65938,1999-02-06,528103898
TRANSACTION_2021,2014-05-09,69380718
TRANSACTION_56159,2022-11-03,896439985
TRANSACTION_11858,2007-11-25,528869680
TRANSACTION_73911,1989-09-03,79881427
TRANSACTION_66285,1996-11-07,374739006
TRANSACTION_71783,1981-07-12,111243456
TRANSACTION_86596,2016-11-03,998018188
TRANSACTION_36580,1996-09-04,67661921
TRANSACTION_83756,1990-02-26,230075085
TRANSACTION_44497,1989-10-29,989713066
TRANSACTION_92533,1994-09-15,570786345
TRANSACTION_74464,2020-10-03,624667145
TRANSACTION_42679,1981-07-26,208356239
TRANSACTION_93912,1995-05-31,832054760
TRANSACTION_64544,2004-04-06,41672472
TRANSACTION_66905,1988-09-12,51011721
TRANSACTION_98417,2014-12-15,78539002
TRANSACTION_63412,1986-09-08,217608641
TRANSACTION_71294,2012-09-05,378465118
TRANSACTION_17367,2021-12-23,949753782
TRANSACTION_14577,2013-02-26,613062491
TRANSACTION_53292,2018-03-06,384017189
TRANSACTION_18337,2013-08-29,114343004
TRANSACTION_1151,2013-09-07,306737366
TRANSACTION_54563,2000-08-22,169273068
TRANSACTION_69276,2009-11-24,786351945
TRANSACTION_6807,2010-08-25,195914573
TRANSACTION_22382,2014-01-19,114533493
TRANSACTION_41363,1976-04-04,853969521
TRANSACTION_91109,1979-04-13,161305388
TRANSACTION_22020,2013-04-27,59734613
TRANSACTION_93938,1976-07-20,859541384
TRANSACTION_63295,1974-02-23,419093904
TRANSACTION_14882,2009-08-11,1002436975
TRANSACTION_22336,1980-09-28,464268380
TRANSACTION_86605,2018-01-07,838841090
TRANSACTION_8683,1977-05-07,850889998
TRANSACTION_46456,1988-02-15,10759319
TRANSACTION_19381,1978-12-06,349253845
TRANSACTION_93136,1990-09-14,444988901
TRANSACTION_40902,1971-03-10,249995570
TRANSACTION_32424,2010-02-11,619744546
TRANSACTION_91982,1989-05-26,148984299
TRANSACTION_87111,1978-10-26,627899016
TRANSACTION_53749,2021-06-22,71747150
TRANSACTION_75259,2014-09-09,745122965
TRANSACTION_74898,1986-09-22,384145242
TRANSACTION_60637,1970-09-15,902227580
TRANSACTION_76575,1977-03-23,740460568
TRANSACTION_898,1991-07-13,1000372278
TRANSACTION_29435,2013-07-20,555204727
TRANSACTION_91252,1996-11-22,500467167
TRANSACTION_51387,2011-07-15,75122099
TRANSACTION_40060,1988-07-05,835597341
TRANSACTION_78456,2008-04-03,598293754
TRANSACTION_79960,2007-08-16,279759831
TRANSACTION_45514,1985-10-05,223748764
TRANSACTION_32303,1986-02-14,973510393
TRANSACTION_3700,2005-10-04,248169946
TRANSACTION_12186,2019-07-28,847740316
TRANSACTION_82644,2012-04-28,721283130
TRANSACTION_74776,1982-07-19,793907287
TRANSACTION_98930,2019-02-17,618923149
TRANSACTION_1120,1993-04-21,961155835
TRANSACTION_16400,1993-01-25,284992256
TRANSACTION_36793,2019-05-28,228511086
TRANSACTION_50981,2011-05-09,497040450
TRANSACTION_34244,1989-07-04,339833064
TRANSACTION_89870,1989-01-26,609686937
TRANSACTION_34980,2017-07-23,795168326
TRANSACTION_88431,1987-05-25,606305201
TRANSACTION_25811,1983-10-25,967789501
TRANSACTION_45135,2017-06-23,188564260
TRANSACTION_70441,1991-02-16,579535143
TRANSACTION_93167,1976-11-08,166186045
TRANSACTION_21745,2014-10-02,66815473
TRANSACTION_35857,2001-05-13,505900361
TRANSACTION_95395,2005-06-12,212108649
TRANSACTION_45664,1981-07-30,194367090
TRANSACTION_35357,1996-07-25,765122491
TRANSACTION_30408,1992-09-02,532017436
TRANSACTION_33850,1973-05-14,456119153
TRANSACTION_76345,1979-06-20,128818107
TRANSACTION_88855,2006-06-27,575447048
TRANSACTION_14132,1980-05-30,701561390
TRANSACTION_21138,2004-09-08,486651943
TRANSACTION_95103,1986-09-21,114917599
TRANSACTION_47307,1986-10-01,804434167
TRANSACTION_6422,1974-06-12,387971823
TRANSACTION_20959,1989-01-30,393125057
TRANSACTION_62622,2001-11-09,112207094
TRANSACTION_52438,2019-05-06,12752447
TRANSACTION_32571,1976-05-08,625397018
TRANSACTION_54378,1999-12-18,668662107
TRANSACTION_95792,1977-02-22,992681695
TRANSACTION_69832,1997-06-09,159337722
TRANSACTION_20539,2014-05-09,798170211
TRANSACTION_80259,2001-06-01,560725989
TRANSACTION_63967,1991-07-23,824652169
TRANSACTION_92259,1997-07-30,93507854
TRANSACTION_41626,2001-06-08,514333886
TRANSACTION_69604,2017-09-22,494197353
TRANSACTION_70751,2003-03-16,20595020
TRANSACTION_27069,1994-03-02,611767422
TRANSACTION_2901,1974-01-31,916627657
TRANSACTION_88366,1982-05-25,772031665
TRANSACTION_8683,2005-10-14,619503568
TRANSACTION_93931,1997-12-30,212386927
TRANSACTION_21836,2006-12-09,505383647
TRANSACTION_69162,2000-04-29,551732639
TRANSACTION_37258,1970-07-25,150370714
TRANSACTION_45690,1974-09-26,947483910
TRANSACTION_77778,2016-08-24,905918595
TRANSACTION_75522,1999-08-14,702124780
TRANSACTION_91662,1991-10-28,273547809
TRANSACTION_53218,1999-03-28,682403490
TRANSACTION_74885,1984-12-29,345209267
TRANSACTION_89892,2015-07-20,155431274
TRANSACTION_15285,2005-10-18,149239326
TRANSACTION_80791,1972-10-11,76843904
TRANSACTION_25574,1988-06-24,948253041
TRANSACTION_50719,2012-04-18,995739238
TRANSACTION_8345,2008-11-12,595284676
TRANSACTION_29536,2003-02-07,19577867
TRANSACTION_3141,1987-08-14,420052394
