house_id,house_address,house_land_area,house_building_area,house_pool,house_bedroom,house_bathroom,house_floor,house_condition,house_price,house_province,house_city
HOUSE_92057,"7713 Sarah Oval Apt. 311
Jamesview, GU 66399",8298,17946,True,8,5,6,New,392008586,Missouri,Sanchezborough
HOUSE_80856,"56170 Lauren Rue
Janicehaven, UT 09256",2410,14744,False,9,1,2,New,420368106,Washington,Armstrongland
HOUSE_87628,"35211 Herman Mountains Apt. 602
Ortizview, IL 77746",2296,14033,False,6,4,2,Second,371128172,Kentucky,Robertland
HOUSE_37629,"85583 Carter Mountains Suite 480
Haynesburgh, GU 44039",4407,8977,False,2,6,8,Renovated,372806651,Pennsylvania,Bradleyfurt
HOUSE_42829,"162 Kristina Fort
Tylerton, ME 27773",8288,18406,True,0,8,9,New,672176400,Montana,Farmerchester
HOUSE_69382,"9760 Charles Radial Apt. 886
Bobbyland, FL 89769",1167,9396,False,6,4,0,New,23257885,Maryland,East Brandon
HOUSE_2564,"6851 Meyer Forest
Lake Heidi, MH 97170",1874,9898,True,7,1,9,Second,217534394,Maine,Bellborough
HOUSE_71644,"2638 Kirk Cove Apt. 962
Port Jessicafurt, PW 83054",5592,18804,True,3,4,1,New,499816093,Ohio,Jenniferhaven
HOUSE_30581,"4468 Gregory Crossing
South Keith, NJ 52574",159,3114,True,1,2,1,New,919492765,South Dakota,Miguelville
HOUSE_63931,"27304 Jessica Prairie Apt. 156
East Whitney, VI 20243",4371,11352,False,9,1,4,Second,607499337,Missouri,Port Crystalview
HOUSE_24218,"3710 Kristin Burg Apt. 064
Port Andrealand, MP 71260",7201,21505,True,3,4,6,Renovated,182745170,New Jersey,South Michelle
HOUSE_36462,"0388 Jenna Mountains
New Shane, MD 73073",9142,27537,True,4,4,9,Second,991104065,New Mexico,Hodgeburgh
HOUSE_95402,"Unit 7219 Box 2732
DPO AA 49839",8697,17413,True,4,3,2,New,269604446,Georgia,South Ryanborough
HOUSE_10215,"5516 Ryan Circles Suite 032
Amandatown, MI 81654",4377,12894,False,9,7,5,Renovated,675778939,Maine,Port Lisamouth
HOUSE_14549,"026 Cheryl Pike
New Laurafort, KS 32017",164,5038,True,4,2,9,Renovated,432784054,Florida,Bryanhaven
HOUSE_84901,"1989 Colon Mission Apt. 039
Kaitlynfort, HI 11754",2248,6421,False,0,8,4,Renovated,100064807,West Virginia,West Heatherburgh
HOUSE_68237,"6565 Victor Rue
Port Kennethfort, VT 77006",6147,21260,True,3,3,1,Second,291309359,North Dakota,East Ashley
HOUSE_43751,"99524 Harper Mills
Jenniferburgh, MP 44294",8353,17737,True,5,5,5,Second,851180437,Virginia,New Johnhaven
HOUSE_81146,"52733 Ashley Lights Apt. 281
New Bobby, MI 87215",8686,20886,True,0,3,3,Second,937183443,South Carolina,Bakermouth
HOUSE_79916,"288 Jones Fords Suite 886
East Katie, MT 28406",2491,11431,False,9,2,3,Renovated,797715486,Maine,Lake Rachel
HOUSE_68433,"065 Castillo Mountain
West Mandyfurt, IA 10906",6611,18146,False,8,4,1,New,599913124,New Hampshire,Harperborough
HOUSE_15918,"6397 Tiffany Greens
Port Kellyberg, WV 64164",9832,25965,False,8,3,6,New,404171040,North Carolina,Stevensonberg
HOUSE_74955,"1845 Grant Glens Apt. 479
New Marcus, VA 12186",5905,20301,False,2,3,5,Second,227019972,Alaska,Cheyenneville
HOUSE_38861,"Unit 2603 Box 6476
DPO AE 30773",8994,25366,True,8,5,3,New,738510223,Wyoming,West Jeanne
HOUSE_32066,"751 Jessica Ranch Apt. 464
South Katherineside, SC 15217",2702,13774,False,6,1,4,New,136628761,Hawaii,South Amandamouth
HOUSE_67798,"35187 Carrie Unions Apt. 512
Lake Andreaton, FM 79204",5927,17249,False,8,6,6,Renovated,932360856,Washington,Allenberg
HOUSE_60277,"3668 Tracey Parks Suite 329
South Melanie, WA 48211",1917,11606,False,0,9,3,Renovated,424380963,Maine,East Amandabury
HOUSE_53405,"44594 Brian Trace
Davidfurt, IN 49620",4126,8539,True,3,0,8,New,11081182,West Virginia,East Rebecca
HOUSE_73453,"49093 Holly Drive Suite 720
West Andreastad, RI 47976",6843,16768,False,0,2,9,New,89361115,South Dakota,West Nathanfort
HOUSE_47597,"4408 Jacob Cove
Jacquelineview, GU 36590",6046,22067,False,1,2,6,New,361246422,Florida,New Anthony
HOUSE_1409,"PSC 1908, Box 6477
APO AA 13247",3175,8774,False,4,8,2,New,585729933,Nebraska,Carlsonfurt
HOUSE_3394,"723 Jessica Keys
New Patricia, MT 71413",2053,11553,True,0,0,3,Second,538624557,Vermont,Victorchester
HOUSE_21310,"6308 Rodriguez Pines Apt. 839
Nguyenberg, OR 14671",5354,12468,True,5,7,2,Second,640302910,Oregon,Michaelport
HOUSE_73669,"5731 Alan Ramp
Wilsonmouth, ME 01003",3429,13090,False,3,0,8,Renovated,214513895,South Dakota,Garciachester
HOUSE_39158,"95772 Jacob Land
Schaeferborough, FM 75854",7531,23958,True,3,7,6,Renovated,32958810,Oregon,Cherylstad
HOUSE_67048,"0334 Christina Roads
Michaelborough, NC 81092",1828,11266,True,4,4,7,Second,669883694,North Dakota,Flynnland
HOUSE_15113,"9553 John Locks Apt. 072
East Rodney, WI 11448",463,10293,True,2,9,6,New,622118120,Mississippi,Donaldport
HOUSE_33175,"12195 Dylan Spurs
Trevinotown, MA 13201",6979,16028,True,3,5,2,New,929259669,Iowa,South Danielmouth
HOUSE_91169,"9968 Christopher Gardens
Amberburgh, NV 26354",3482,10096,False,3,7,9,Second,208977110,Kansas,Lake Candice
HOUSE_34677,"12150 Scott Circles Suite 509
West Samanthaton, NY 68276",6443,20904,False,2,8,0,Second,900875975,Tennessee,Sparksville
HOUSE_48350,"332 Jaime Ridges
Floydborough, NE 72766",5270,17670,False,3,9,7,Renovated,947692178,Nebraska,South Michael
HOUSE_80843,"93626 Snow Circles
Spencermouth, NV 06106",6638,14406,False,7,1,0,New,21806604,California,Kellyberg
HOUSE_72012,"0315 Collins Divide
Griffinburgh, TN 51917",7927,20094,False,4,4,1,New,445670133,Rhode Island,West Markmouth
HOUSE_97998,"45796 Philip Flat
Bryceberg, NC 26025",255,10369,False,7,9,8,Renovated,643523965,Nebraska,Jonesland
HOUSE_45035,"363 Walsh Plaza
Sandramouth, PA 89843",2449,11839,True,6,3,3,New,124318226,Georgia,Port Jesusbury
HOUSE_99760,"5663 Amy Fork
Charlesmouth, GA 41999",5790,13442,False,5,1,7,Renovated,858868464,South Carolina,Nancyland
HOUSE_98610,"365 Anthony Island
Vincentberg, DC 15802",8649,17386,True,7,2,7,Second,264314631,South Carolina,South Jenniferbury
HOUSE_31962,"22186 Leah Shores
New Amytown, TN 92750",2791,11007,True,9,2,5,Second,169063177,Colorado,Shanetown
HOUSE_57614,"279 Sellers Springs
East Summer, GA 40242",2338,9249,True,1,4,3,Second,803671340,Minnesota,Lake Danielleborough
HOUSE_23315,"863 Mariah Stravenue Suite 192
South Carolyn, SD 07898",2808,9985,False,4,1,1,Second,357747814,South Carolina,West Shannon
HOUSE_15286,"9096 Tina Via Apt. 239
Mallorystad, MS 35145",7029,21071,True,5,1,8,New,283001337,Montana,Robinfort
HOUSE_75639,"065 Johnson Shoals
Langbury, MA 05279",3525,13500,True,7,2,9,Renovated,48222078,North Carolina,New Marymouth
HOUSE_10853,"54394 Brittany Glen
Hessside, SD 30323",1080,6931,False,0,9,6,New,117932241,Indiana,Elizabethfort
HOUSE_41726,"6005 Hamilton Camp Apt. 580
South Jamiefurt, OR 71641",1143,6143,True,5,9,2,Renovated,296795902,Mississippi,East Robin
HOUSE_7394,"Unit 3199 Box 5685
DPO AA 04846",5409,17075,False,9,7,7,New,309639223,South Dakota,Haroldshire
HOUSE_73464,"78438 Reginald Courts
West Jimside, NJ 85238",5526,20657,True,8,8,7,Second,412275756,Alaska,Stacychester
HOUSE_73108,"7062 Courtney River Apt. 377
Andersonburgh, VT 49692",4015,16931,True,4,5,7,Second,220641298,Maine,Timothyberg
HOUSE_3144,"688 Fisher Greens Suite 959
Cliffordton, WI 59076",7802,19931,False,5,6,7,Second,243646124,South Carolina,North Angela
HOUSE_1807,"46965 Bauer Skyway Apt. 270
Ramirezside, PA 88208",6281,14350,True,4,1,1,Renovated,748390474,New York,Evansville
HOUSE_25200,"78707 Lowery Extension
Campbellborough, TX 21768",4646,9883,False,0,4,9,New,472241236,New Mexico,North Johnshire
HOUSE_63845,"661 Stewart Point Suite 800
Mccluremouth, MS 18441",2208,9926,True,3,0,6,Renovated,768220864,Maryland,West Christopherside
HOUSE_29525,"17912 Brown Alley Apt. 923
Port Stephanieton, DE 22120",6769,14579,False,8,4,3,Renovated,162535957,Maine,Livingstonchester
HOUSE_10623,"16127 Ellis Summit
Davisview, MD 46075",2301,6643,True,7,0,3,New,186360246,South Carolina,South Jasonmouth
HOUSE_96334,"079 Tracy Branch
South Jeannechester, CA 13509",381,6271,True,7,9,2,Second,83233730,New Hampshire,Lake Aprilhaven
HOUSE_9028,"78772 Samuel Grove Apt. 579
Kimborough, AR 30763",8274,22052,False,0,3,6,Second,43408839,Montana,Lake Melanie
HOUSE_25608,"39584 Brian Manors
Conleyville, CA 91026",9119,27236,True,2,6,7,Renovated,423180003,Kentucky,Lake Charlesfort
HOUSE_794,"5077 Kristi Gateway
Nelsonshire, GU 97821",3997,16302,True,2,2,1,Renovated,4866004,Nebraska,South Angela
HOUSE_66659,"914 Macdonald Squares Apt. 856
Robertsmouth, ME 27442",4613,14265,False,6,8,8,Renovated,525558441,Oregon,West Thomasfurt
HOUSE_31348,"3621 Eric Meadows Apt. 572
New Ashley, AL 67881",1283,6762,True,8,5,2,Second,898013519,Washington,Briannafurt
HOUSE_80109,"PSC 4709, Box 5713
APO AP 56038",8161,20640,False,7,0,7,New,51069244,Nevada,North Donna
HOUSE_45001,"9155 April Coves
Johntown, AL 78860",5271,20094,False,6,5,6,New,565308485,Tennessee,Port Jeremiah
HOUSE_66907,"94827 Diana Square
West Amy, MA 30605",8526,25166,False,2,4,7,New,228563859,Rhode Island,Williamsshire
HOUSE_38055,"237 Andrea Glen Apt. 487
Jessicashire, WV 96981",8696,22845,False,5,5,4,Second,254004262,South Dakota,East Josephville
HOUSE_70625,"155 Brittany Turnpike
North Elizabethside, DC 24980",987,2984,True,7,1,2,Second,167611457,Missouri,Jimenezberg
HOUSE_74264,"4551 Page Dale Apt. 510
New Edward, CA 50491",7962,18619,True,3,8,9,Renovated,191652588,Pennsylvania,Kimberlystad
HOUSE_29511,"826 Rebecca Village Suite 767
Escobarberg, OH 39550",9607,21435,False,3,5,4,Second,61301887,Colorado,West Alexanderton
HOUSE_99943,"9521 Jenkins Gardens
South Jessicashire, MO 77738",8773,20951,True,8,8,8,New,471800769,Mississippi,Rosemouth
HOUSE_87580,"PSC 4645, Box 4536
APO AE 98616",6815,16567,False,4,1,5,New,420173557,North Dakota,Youngshire
HOUSE_39859,"00422 Shawn Flat
Davidview, AL 55948",1056,3489,False,8,7,1,Second,738482525,Wisconsin,Ronaldberg
HOUSE_1594,"78090 Michael Ranch Suite 911
Garciaview, WI 86023",5701,20293,False,9,8,3,New,449333383,Idaho,Lake Walterview
HOUSE_81388,"12957 Mark Ranch
Markhaven, NV 27778",5502,15376,True,6,8,6,Renovated,147290057,Arkansas,Lovebury
HOUSE_32736,"PSC 7886, Box 6279
APO AA 34313",2099,11364,True,5,5,2,Second,153017530,Washington,Lake Raymondland
HOUSE_27593,"48659 Anthony Highway
New Sandra, FL 80204",1825,13409,False,8,0,5,New,966910426,Hawaii,Tinaburgh
HOUSE_19880,"69078 Johnson Avenue
Timothyfort, WI 84273",1784,9952,True,2,7,0,New,640573966,Florida,Cynthiachester
HOUSE_64569,"89596 Mccoy Fort Suite 529
New Matthew, AZ 79648",6459,13958,True,2,8,5,Second,214723859,Alabama,Stephanieside
HOUSE_16337,"6059 David Tunnel
Smithville, IA 20962",2919,7758,True,4,0,3,Second,757800180,Alabama,Steeleshire
HOUSE_33088,"8865 Manuel Lights Suite 093
New Matthew, AK 84811",9214,26927,True,2,5,6,New,472314257,Indiana,Mallorychester
HOUSE_95202,"8017 Kathryn Station
Kennethhaven, ID 77781",8334,20695,False,7,1,0,Renovated,1000936985,Pennsylvania,Debratown
HOUSE_34696,"103 Tanya Estate Apt. 452
North Sharon, IA 99385",1324,11311,False,2,4,6,Renovated,184615522,Arizona,Hillport
HOUSE_67854,"48420 Kaufman Plains Suite 767
East Samanthaport, GU 53109",2266,6128,False,5,5,6,Renovated,486480699,Vermont,Traceytown
HOUSE_4897,"859 Danielle Streets Apt. 472
Townsendborough, CT 89620",5455,11791,False,2,4,5,Renovated,255430680,Arkansas,West Kathleenfurt
HOUSE_94538,"PSC 7365, Box 4365
APO AA 27560",9649,24586,False,1,0,5,Second,740482232,Mississippi,Walkerfort
HOUSE_36556,"2747 Long Vista
East Victor, IA 77060",2572,9574,False,2,3,8,New,746151844,Wisconsin,South Victoriachester
HOUSE_14965,"0276 Stevens Stream Apt. 702
Mcclainstad, MA 07606",1082,11796,True,4,4,8,Second,935633695,Oklahoma,Solomontown
HOUSE_67012,"341 Duncan Spur Suite 008
East Edward, MP 93898",3497,15980,False,2,4,4,Renovated,658957592,Wyoming,New Rosestad
HOUSE_51780,"Unit 9681 Box 7870
DPO AE 61664",8895,19195,True,2,1,3,Renovated,59859335,New Hampshire,Dillonmouth
HOUSE_42963,"93337 John Parkway
Lake Michael, SC 26446",5709,19196,False,5,1,3,New,865593449,Alabama,Michaelmouth
HOUSE_15535,"71850 Hanna Junctions
Kennethburgh, PA 10783",1591,10556,False,9,2,7,Second,730731532,South Dakota,South Billystad
HOUSE_14799,"38876 Curtis Keys Suite 439
Hoffmanland, FM 62978",5921,21823,False,7,1,1,Second,578506195,South Carolina,Lake Marcia
HOUSE_62671,"67147 Wesley Well Suite 317
Craigtown, VA 53594",6900,16563,True,6,7,6,Second,574364096,Kentucky,West Sarah
HOUSE_65640,"2046 Regina Village
Seanmouth, WA 96962",8956,20858,False,4,7,2,Renovated,486953183,South Carolina,Briantown
HOUSE_11090,"2836 Johns Grove
Dyerville, CT 97381",1462,4499,True,5,7,9,New,78010710,New York,Port Jonathan
HOUSE_56595,"035 Kimberly Way
Lake Evan, DE 44465",5268,12378,True,6,2,9,Renovated,799082778,Georgia,Hawkinsshire
HOUSE_39457,"22435 Lauren Drive Apt. 635
Brownmouth, MI 72117",7695,23095,False,1,2,8,Second,629107356,Arizona,New Michaelport
HOUSE_57256,"975 Rojas Inlet Suite 686
North Thomas, NV 96042",2672,8448,True,4,2,6,Second,685867894,Utah,Simpsonshire
HOUSE_27828,"Unit 6510 Box 2049
DPO AP 09605",1108,8558,False,3,6,4,Second,184657363,Hawaii,Stevenport
HOUSE_13607,"66589 Elliott Roads
Watsonside, AR 83235",3064,10232,False,0,1,7,Renovated,814191158,Washington,East Jessicafurt
HOUSE_23863,"6839 Gonzalez Mall Apt. 190
East Eric, MD 72483",6263,14232,False,9,1,7,Second,105769823,Kansas,New Anthonyhaven
HOUSE_22273,"791 Jessica Fork Suite 823
East Sarahland, HI 94604",6633,22832,False,4,8,4,Renovated,115597350,Colorado,West Cindyton
HOUSE_66081,"7221 Gallegos River Apt. 582
New Erika, WV 68656",75,6963,False,4,9,5,Renovated,434460182,Georgia,Cisnerosbury
HOUSE_3593,"100 Luis Mill Suite 552
Smithville, PA 59503",1043,4285,False,4,4,2,New,925976061,Michigan,West Paulstad
HOUSE_76391,"3365 Tracy Meadows
West Kimberlyview, NC 49183",2221,6820,True,6,3,4,Renovated,826810672,New York,Randychester
HOUSE_90903,"9244 Wolf Island
East James, VI 32810",7161,23745,True,9,2,1,Renovated,877711880,Colorado,Lake Michelle
HOUSE_31993,"7654 Hill Ridges Suite 220
Juareztown, OK 36667",1497,3807,True,9,9,4,Renovated,690277202,Connecticut,Debbieshire
HOUSE_34836,"Unit 2664 Box 3504
DPO AE 60369",8956,19837,True,8,6,9,Renovated,581513976,Kansas,Wongchester
HOUSE_8238,"5734 Yu Mission
West Patriciaberg, KS 79336",1643,6883,False,1,6,9,Second,762590480,Colorado,Rodriguezburgh
HOUSE_45303,"Unit 1045 Box 4753
DPO AA 18205",7574,24444,True,7,3,8,New,55553295,New Jersey,North Dominiquefort
HOUSE_39969,"789 Johnson Bridge Suite 842
Jamesbury, MI 35321",1141,4078,True,4,3,6,Renovated,258464843,Maryland,Lake Cindy
HOUSE_43471,"96333 Dean Landing
Karlaside, NJ 56244",7966,22372,False,0,4,7,Second,418169469,Arkansas,Meyerside
HOUSE_84291,"2565 Short Throughway
Austinside, GU 23950",9780,24561,True,9,4,3,New,169066908,Mississippi,Fuentesview
HOUSE_42999,"63655 Katie Roads Apt. 666
South Annette, NM 49248",3214,9876,True,4,2,8,Second,74920685,South Carolina,New Luisshire
HOUSE_19955,"USNV Johnson
FPO AP 36968",8955,21726,True,3,0,8,Second,683286602,South Carolina,Cunninghamchester
HOUSE_48937,"PSC 1825, Box 4846
APO AE 59432",883,4871,False,1,8,0,Renovated,775615141,Colorado,South Benjamin
HOUSE_93360,"681 Weaver Neck Apt. 038
Lake Jonathan, HI 54195",7123,15461,True,0,1,7,Second,720619259,Oklahoma,Oliverville
HOUSE_98712,"542 Taylor Turnpike
New Sonyaport, VA 01112",3609,11305,False,6,0,4,Second,417985959,Nevada,North Amy
HOUSE_34136,"33749 Stewart Lake Apt. 285
East Ashley, MP 09763",273,977,False,4,9,8,Renovated,30759602,Alaska,West Jamestown
HOUSE_62565,"1204 Zavala Forge
West John, VT 54469",1128,4248,False,7,5,1,New,181514226,New Jersey,South Christophershire
HOUSE_59178,"57916 Mark Locks Apt. 768
Vargasview, MD 60718",9954,21152,True,7,0,6,Renovated,665377943,Texas,South Andrew
HOUSE_56069,"87729 Caleb Street
North Janet, FM 58201",6057,14233,True,7,9,4,New,384753840,Iowa,Catherinebury
HOUSE_58036,"05719 Natalie Drive
West Zachary, GA 53204",4803,15999,True,0,1,2,New,666416741,Florida,Danielmouth
HOUSE_30646,"96739 Wilson Wall Apt. 065
North Samantha, NJ 78308",5237,10955,False,4,5,5,Second,972734914,New Mexico,New Allison
HOUSE_27705,"2120 Rhonda Freeway
Garrettstad, IL 92199",7455,23436,False,2,6,2,Renovated,788212747,Missouri,Lake Jessicashire
HOUSE_32927,"734 Shane Haven Suite 268
Matthewsview, MO 15905",8844,23820,False,6,0,3,Renovated,655412445,Oregon,Johnsonbury
HOUSE_54611,"38870 Jordan Square
West Luke, OK 40071",7539,17432,True,2,3,8,New,152843826,Maryland,Port Courtneyton
HOUSE_4346,"PSC 9242, Box 2786
APO AA 77387",7884,22460,True,5,0,3,Second,341272992,Michigan,Jenniferport
HOUSE_38197,"9610 Laura Highway
South Jeffreytown, OR 19992",146,4350,True,6,4,0,New,292458511,Montana,Reidstad
HOUSE_44173,"9542 Allison Ferry
Alvaradoside, AK 30623",6379,21675,True,3,6,0,Renovated,844209271,Kentucky,Evansburgh
HOUSE_56928,"3098 Jose Crossroad Apt. 522
East Kristenhaven, AK 57404",8184,18462,False,2,4,7,New,910454091,Iowa,Laneberg
HOUSE_53596,"388 Young Heights Suite 420
Wellschester, MI 32963",9878,21228,True,6,2,3,Renovated,262373198,North Dakota,Powellfort
HOUSE_31850,"9352 Shaw Villages
Schwartzfort, FL 83680",1648,10624,False,0,2,1,New,477551678,Delaware,Ramosland
HOUSE_24540,"5485 Green Trail
Port Andrew, VT 77053",3431,13134,True,4,9,4,Second,854069951,Pennsylvania,East Lucas
HOUSE_89298,"251 Valerie Mall Apt. 764
Hensleyview, NH 40230",9739,25573,True,5,2,3,New,512259045,South Carolina,South Jacobville
HOUSE_8743,"059 Dyer Rapid Suite 391
North Jill, NE 72214",3645,14016,True,6,9,4,New,998153312,Rhode Island,New Heidi
HOUSE_34019,"PSC 2028, Box 1353
APO AE 23344",9684,29256,False,2,8,5,New,249772488,Idaho,Ramirezmouth
HOUSE_75166,"7337 Margaret Roads
South Nicolasfurt, SC 88802",8127,23369,False,7,7,4,Second,437196818,Nebraska,South Brenda
HOUSE_99406,"9216 Brian Divide Apt. 966
New Timothy, WY 93311",4614,15843,False,6,1,8,Renovated,9288000,Nevada,Lake Amanda
HOUSE_35437,"6323 Johnson Haven Suite 005
Port Cindyborough, RI 95482",9184,24756,False,8,6,2,New,147736731,Delaware,Larryfurt
HOUSE_33898,"54228 Myers Inlet
Harrellside, MI 23633",1637,4936,True,0,8,5,Renovated,17801952,New Hampshire,Port Christopher
HOUSE_78163,"PSC 4463, Box 6857
APO AA 88697",5292,17660,False,4,5,8,Second,743599207,Vermont,Rodrigueztown
HOUSE_18797,"51137 Marsh Parkway Suite 319
North Stephen, MT 27511",8119,18864,True,7,6,8,Renovated,807148574,Alaska,Sallyburgh
HOUSE_59340,"802 Stevens Summit Apt. 219
Port Josephstad, TX 82831",6731,15026,True,4,5,9,New,169141488,Indiana,Angelstad
HOUSE_27872,"Unit 1218 Box 6888
DPO AA 49214",141,8434,False,5,4,4,Renovated,358496353,Missouri,Davidborough
HOUSE_66739,"44884 Lloyd Fields
Kathleenhaven, IL 29719",2862,14840,True,9,8,7,New,615729889,Oregon,Johnsonfurt
HOUSE_60065,"5640 Melissa Square
East Brandi, AK 99049",2093,12413,True,5,6,7,Renovated,277226533,Minnesota,Douglasfurt
HOUSE_93940,"9306 Davis Coves
Lake Seanshire, ND 09013",6832,19072,True,9,4,0,Renovated,391086345,Iowa,North Kristin
HOUSE_46411,"108 Medina Lodge
Lake Michael, FL 65354",3415,11139,True,1,6,2,Second,916684174,Nevada,Perezfurt
HOUSE_95640,"PSC 1527, Box 4486
APO AA 94231",388,2681,True,0,5,4,New,371699581,Colorado,Hollowayhaven
HOUSE_74844,"81305 Andrea Court
Ericksonport, MD 31358",9386,23779,True,5,7,7,Second,123416118,New Jersey,Taylorside
HOUSE_3795,"0485 Rubio Fort Suite 136
Williamborough, MH 22221",9366,23918,False,7,4,1,Renovated,502209822,Mississippi,Williamshaven
HOUSE_61848,"2278 Owens Shores
Lake Christopher, NV 27413",1334,10153,True,8,8,4,Renovated,582154808,Indiana,North Markhaven
HOUSE_8360,"080 Little Harbors Apt. 109
Paulshire, WA 04144",1552,11639,True,7,0,8,Renovated,426851980,Nevada,North Lori
HOUSE_45961,"150 Amy Mountain
North Marcchester, FM 79336",7508,22097,False,8,6,7,New,562080462,South Carolina,Cervantesside
HOUSE_10597,"7419 Perry Garden
Port Vincent, VT 34912",4396,16370,False,6,1,5,New,307477376,Florida,Port Madisonside
HOUSE_55695,"26702 Rebecca Grove
Shahport, GU 40299",3162,8969,True,3,3,4,Second,857782278,Pennsylvania,Royville
HOUSE_25481,"576 Erica Street
East Laurafurt, NJ 56892",122,413,True,6,9,8,New,241319198,Oklahoma,New Russellville
HOUSE_93703,"8207 Martin Lodge
Lauraland, MI 66609",2751,9334,True,6,1,6,New,15022214,Wisconsin,East Joelbury
HOUSE_17772,"721 Jesus Parkway Apt. 845
New Rachelburgh, NC 84709",5575,11606,True,7,0,1,New,553144976,Alaska,East Travis
HOUSE_69480,"PSC 0249, Box 1455
APO AP 72819",8680,17705,True,9,6,5,Renovated,98435602,Ohio,Lake Katherineshire
HOUSE_25235,"84387 Nicole Court
Henrytown, ND 67392",3068,8154,True,6,0,4,Second,825912042,Arizona,South Kevinview
HOUSE_45719,"363 Teresa Trace
Wilsonville, MO 65510",4392,15428,True,9,2,0,Renovated,270286021,Hawaii,Valeriestad
HOUSE_71612,"50230 Julie Rapid
Molinaburgh, MA 40913",3791,8160,True,2,4,7,Second,504872351,Minnesota,Tamarafort
HOUSE_94918,"327 Sanders Parks
Lake William, NC 43999",6907,20428,False,7,1,6,Renovated,254974334,New Jersey,East Justin
HOUSE_42084,"4220 Torres Spring Suite 880
Alvarezmouth, AK 68414",7356,16328,True,9,0,6,New,1000614892,Delaware,Davidmouth
HOUSE_82737,"65630 Lisa Ways Suite 650
Kellyville, IA 22111",2698,5937,True,4,5,8,Renovated,950818327,Montana,Erichaven
HOUSE_73347,"007 Angela Run Apt. 461
East Kristaborough, GA 50309",2895,13347,True,1,7,0,Renovated,504214176,Iowa,Lake Katherineton
HOUSE_11768,"99586 Kathleen Road Apt. 696
Dustinshire, NV 64153",5775,12756,True,4,5,0,Renovated,635772477,Arkansas,West Harry
HOUSE_51511,"97573 Smith Burg
Port James, OK 84002",3191,9488,True,1,3,4,Second,871056041,Pennsylvania,Port Jamie
HOUSE_49192,"284 Lawrence Loaf
North Kimberly, CA 63514",4540,10972,True,6,3,1,New,615606025,Wisconsin,Frederickburgh
HOUSE_8974,"1078 Tracy Square
Michelleberg, HI 03089",7049,22288,False,4,6,0,Renovated,74989990,Minnesota,North Barbara
HOUSE_652,"PSC 5592, Box 2501
APO AE 71959",3624,17238,True,2,6,2,New,902652669,West Virginia,Meaganfurt
HOUSE_36750,"03510 Simon Orchard Suite 923
East Joshua, NJ 20732",7466,18209,False,6,9,4,New,634771191,Pennsylvania,Knightport
HOUSE_68740,"813 Ross Crescent
Brianmouth, NH 10713",8316,23552,True,6,6,7,New,575599996,Alaska,South Juliemouth
HOUSE_91336,"0861 Kevin Mountains
Caldwelltown, FM 06334",1526,8984,False,1,1,9,New,97281459,Louisiana,West Michael
HOUSE_56563,"8241 Paul Tunnel
East Shannonberg, PR 95139",8704,22724,False,9,1,7,New,493890939,Minnesota,Stevenborough
HOUSE_42870,"0678 Adam Camp
Lake Bryanview, ME 50400",4913,16499,False,8,1,1,New,860678307,Alaska,South Sarahside
HOUSE_93260,"6791 Murphy Light Apt. 095
Lake Wayneland, NH 64806",298,3069,True,4,7,9,Renovated,539810957,Michigan,Port Joshua
HOUSE_12653,"6536 King Drive Suite 833
East Kevin, PR 40480",9284,21668,True,0,6,5,New,773567915,Alaska,Lake Angelatown
HOUSE_99248,"962 Woods Motorway
Port William, TN 35919",418,6520,True,3,7,4,New,914315583,Alabama,Davidfort
HOUSE_4809,"38368 Lloyd Courts Apt. 975
Travismouth, NJ 57930",7092,17814,True,0,5,6,New,152901400,West Virginia,Danielbury
HOUSE_10807,"9989 Jennifer Coves
East Kristen, MH 43939",9379,28243,True,4,3,5,Renovated,78228897,Connecticut,Alexandermouth
HOUSE_32326,"455 Graves Landing Apt. 526
Goodmanmouth, NV 72115",8174,20966,True,3,5,6,New,209551891,Maryland,Port Davidburgh
HOUSE_22810,"5963 Woods Islands Apt. 367
Johnsonshire, GA 05317",2584,7197,True,4,6,7,Second,4171785,Oregon,Cummingsmouth
HOUSE_7242,"428 Jackson Rapids
Choitown, OK 15302",9718,19834,True,8,4,5,Second,739766130,Oklahoma,Johnsonfurt
HOUSE_44101,"586 Matthew Valley Suite 439
New Williamville, KS 84687",785,2172,True,8,1,5,New,662206236,Ohio,West Stephenmouth
HOUSE_88097,"809 Martinez Island
Harrisonfurt, DE 49128",8213,21402,False,3,2,3,Second,470421726,Massachusetts,Lake Georgefurt
HOUSE_46782,"62387 Taylor Lake
Johnsonfurt, DE 68765",6878,17925,True,7,6,1,Renovated,634506710,Maryland,South Kelly
HOUSE_7150,"12826 Williams Well Suite 207
West Jason, ND 23545",5139,15219,True,2,2,4,Renovated,873136726,Nevada,Port Jack
HOUSE_11179,"360 Lewis Tunnel Apt. 782
Mosleymouth, KS 52649",6698,20515,True,3,1,6,Renovated,135281618,New Hampshire,Morganbury
HOUSE_22407,"046 Smith Summit
South Andrea, MA 57393",4770,18483,False,9,0,7,Renovated,348750015,South Carolina,South Rachel
HOUSE_32064,"96149 Aguilar Wells
South Heathertown, IA 74675",3809,16199,True,5,6,1,New,307725334,Maryland,Katherineville
HOUSE_87805,"4120 Lawrence Pike
New Ambertown, WI 88632",7845,20722,True,0,9,3,Renovated,271471818,South Carolina,Haydenfurt
