unique_id,age,Gender,Math_Score,Reading_Score,Writing_Score,Lunch
JKT-4248,15,Male,47,100,6,Free/Reduced
JKT-2202,18,Female,100,84,4,Standard
JKT-7854,17,Male,3,4,49,Standard
JKT-4756,18,Male,11,10,39,Free/Reduced
JKT-1079,15,Male,91,34,86,Free/Reduced
JKT-7295,17,Female,0,95,25,Standard
JKT-9102,17,Male,2,39,21,Standard
JKT-5429,15,Male,67,21,23,Standard
JKT-3348,15,Male,87,43,68,Free/Reduced
JKT-5091,18,Male,90,65,10,Free/Reduced
JKT-5424,18,Female,44,20,29,Standard
JKT-5875,15,Male,6,14,51,Standard
JKT-3042,15,Female,86,93,62,Free/Reduced
JKT-4443,18,Male,56,3,0,Free/Reduced
JKT-9722,15,Female,78,2,54,Standard
JKT-1953,16,Female,28,16,24,Free/Reduced
JKT-1009,18,Male,71,55,10,Standard
JKT-8580,15,Female,20,49,3,Standard
JKT-4224,18,Female,17,5,82,Standard
JKT-0723,16,Female,65,75,9,Standard
JKT-2799,18,Female,71,51,17,Free/Reduced
JKT-0279,17,Female,4,77,40,Free/Reduced
JKT-7548,18,Female,51,25,22,Free/Reduced
JKT-8881,15,Female,19,30,17,Free/Reduced
JKT-9396,15,Female,88,94,5,Free/Reduced
JKT-6544,17,Male,6,80,46,Free/Reduced
JKT-1446,17,Male,34,24,35,Standard
JKT-7483,16,Male,3,27,39,Standard
JKT-7721,16,Male,18,66,60,Standard
JKT-6291,18,Male,38,26,18,Free/Reduced
JKT-8702,15,Male,96,70,19,Standard
JKT-8403,15,Male,59,64,62,Standard
JKT-2224,15,Female,78,44,48,Standard
JKT-2319,16,Male,22,17,75,Standard
JKT-6462,16,Female,18,58,57,Standard
JKT-4952,16,Male,84,73,28,Free/Reduced
JKT-7079,15,Female,48,97,85,Standard
JKT-6669,15,Male,80,81,2,Free/Reduced
JKT-4653,17,Male,8,51,12,Free/Reduced
JKT-0042,16,Male,57,2,91,Free/Reduced
JKT-1319,15,Male,47,11,40,Free/Reduced
JKT-6917,16,Female,61,5,91,Free/Reduced
JKT-2747,17,Female,9,99,94,Standard
JKT-9555,16,Male,63,22,9,Free/Reduced
JKT-9773,16,Male,32,98,83,Standard
JKT-8012,15,Male,29,49,98,Standard
JKT-0474,15,Female,7,43,24,Free/Reduced
JKT-1904,16,Male,2,80,30,Free/Reduced
JKT-4776,15,Male,6,8,82,Free/Reduced
JKT-1584,16,Female,10,21,82,Free/Reduced
JKT-2484,16,Male,58,15,42,Standard
JKT-8888,17,Male,73,66,75,Free/Reduced
JKT-1108,18,Female,88,99,28,Free/Reduced
JKT-0063,18,Male,56,31,79,Free/Reduced
JKT-4519,17,Female,79,2,79,Standard
JKT-2991,16,Male,7,7,89,Free/Reduced
JKT-4060,15,Female,7,38,77,Standard
JKT-0713,15,Male,21,41,36,Standard
JKT-9808,15,Male,41,88,10,Free/Reduced
JKT-2849,18,Female,33,44,84,Standard
JKT-1560,16,Female,99,65,53,Free/Reduced
JKT-8085,17,Female,98,30,14,Standard
JKT-7778,18,Female,0,57,6,Free/Reduced
JKT-9076,16,Male,32,14,10,Standard
JKT-9716,18,Male,27,66,58,Standard
JKT-9678,17,Female,48,84,26,Standard
JKT-4032,15,Female,80,69,71,Standard
JKT-6655,16,Male,25,46,18,Standard
JKT-6058,15,Female,73,67,52,Free/Reduced
JKT-2369,18,Female,2,42,43,Free/Reduced
JKT-0075,15,Male,57,12,57,Free/Reduced
JKT-3323,18,Male,83,30,99,Free/Reduced
JKT-7899,17,Male,76,48,81,Free/Reduced
JKT-7083,16,Male,53,92,22,Free/Reduced
JKT-8754,16,Female,75,87,4,Free/Reduced
JKT-4766,16,Male,42,65,55,Free/Reduced
JKT-1926,15,Female,52,59,35,Free/Reduced
JKT-8984,18,Male,39,51,28,Standard
JKT-0628,16,Male,47,71,47,Standard
JKT-4962,15,Male,86,53,56,Standard
JKT-7532,18,Female,70,100,21,Standard
JKT-3961,17,Female,64,22,65,Standard
JKT-6365,15,Female,27,11,7,Free/Reduced
JKT-8635,15,Female,83,8,58,Free/Reduced
JKT-7966,18,Female,1,47,6,Free/Reduced
JKT-6918,18,Female,87,52,65,Standard
JKT-2614,16,Female,47,58,81,Free/Reduced
JKT-4445,18,Female,72,64,25,Free/Reduced
JKT-7886,17,Male,73,90,26,Standard
JKT-9080,16,Male,8,84,56,Free/Reduced
JKT-3389,18,Female,66,60,78,Free/Reduced
JKT-0954,18,Male,78,23,64,Free/Reduced
JKT-0177,17,Male,28,52,68,Free/Reduced
JKT-9202,18,Female,83,4,49,Standard
JKT-9185,16,Female,18,48,100,Standard
JKT-5399,16,Female,54,57,67,Free/Reduced
JKT-3307,17,Male,20,35,82,Free/Reduced
JKT-2828,15,Male,15,41,35,Free/Reduced
JKT-4158,16,Male,77,15,37,Standard
JKT-5775,18,Female,90,80,68,Free/Reduced
JKT-0930,18,Male,26,84,18,Standard
JKT-4032,18,Male,98,22,17,Free/Reduced
JKT-0178,17,Male,58,84,20,Standard
JKT-4256,17,Male,28,36,94,Standard
JKT-8596,18,Male,100,4,5,Free/Reduced
JKT-8259,18,Male,3,91,77,Standard
JKT-4119,16,Female,34,17,48,Standard
JKT-6982,18,Female,9,93,34,Standard
JKT-3932,15,Female,92,66,3,Standard
JKT-0840,18,Female,100,41,15,Free/Reduced
JKT-3984,17,Male,86,28,0,Free/Reduced
JKT-0678,18,Female,97,47,83,Standard
JKT-1327,17,Female,65,17,24,Free/Reduced
JKT-7265,16,Female,55,17,8,Standard
JKT-1076,16,Female,8,93,43,Free/Reduced
JKT-4237,15,Female,75,13,47,Free/Reduced
JKT-3910,18,Male,95,35,42,Standard
JKT-3132,15,Male,44,65,27,Free/Reduced
JKT-5840,17,Female,93,79,32,Free/Reduced
JKT-0427,16,Female,19,24,4,Free/Reduced
JKT-7924,18,Male,27,31,50,Standard
JKT-1444,16,Male,17,74,65,Standard
JKT-8348,17,Female,16,63,99,Standard
JKT-4730,16,Male,60,75,22,Free/Reduced
JKT-0253,18,Female,19,33,91,Free/Reduced
JKT-3340,16,Female,36,23,23,Free/Reduced
JKT-8187,17,Male,91,34,79,Free/Reduced
JKT-3974,15,Male,53,70,72,Standard
JKT-9478,18,Male,38,86,3,Free/Reduced
JKT-3256,16,Female,70,19,50,Free/Reduced
JKT-7237,17,Female,83,7,10,Standard
JKT-4742,18,Female,13,44,41,Free/Reduced
JKT-7432,17,Male,78,27,61,Free/Reduced
JKT-4142,17,Female,68,58,64,Standard
JKT-9329,16,Female,11,56,80,Free/Reduced
JKT-2415,17,Male,98,42,42,Standard
JKT-8945,18,Male,87,90,29,Standard
JKT-2962,16,Female,61,21,80,Free/Reduced
JKT-3614,18,Male,85,12,95,Free/Reduced
JKT-9498,17,Male,79,59,73,Standard
JKT-9933,15,Male,2,51,4,Free/Reduced
JKT-8698,17,Female,16,43,95,Standard
JKT-5491,18,Male,1,90,66,Standard
JKT-7791,18,Female,87,43,44,Standard
JKT-4876,15,Female,16,76,4,Free/Reduced
JKT-6706,18,Male,29,26,1,Free/Reduced
JKT-2615,16,Female,97,96,82,Standard
JKT-9893,18,Male,12,7,38,Standard
JKT-9055,17,Male,21,90,98,Free/Reduced
JKT-2117,18,Female,81,72,44,Standard
JKT-2276,17,Female,60,75,19,Standard
JKT-4929,18,Male,59,30,34,Free/Reduced
JKT-9279,16,Male,58,28,82,Free/Reduced
JKT-7492,18,Male,43,18,67,Standard
JKT-6476,17,Female,26,38,42,Free/Reduced
JKT-6158,17,Female,55,78,36,Standard
JKT-2854,17,Female,40,42,67,Standard
JKT-9931,17,Female,95,90,85,Free/Reduced
JKT-2599,16,Male,42,49,94,Free/Reduced
JKT-9205,16,Female,8,35,34,Standard
JKT-1510,16,Male,66,27,70,Standard
JKT-5636,18,Female,78,38,76,Free/Reduced
JKT-1105,17,Female,99,8,31,Standard
JKT-3340,18,Female,66,87,75,Standard
JKT-6241,18,Female,26,42,88,Standard
JKT-5049,16,Male,62,51,97,Standard
JKT-0358,18,Male,100,80,65,Standard
JKT-1948,15,Female,97,96,76,Standard
JKT-6361,16,Male,63,4,64,Standard
JKT-2784,17,Male,37,39,40,Standard
JKT-4772,18,Female,34,7,61,Free/Reduced
JKT-0841,15,Male,4,13,93,Free/Reduced
JKT-1374,15,Male,81,31,26,Free/Reduced
JKT-1290,15,Female,35,73,27,Standard
JKT-1150,17,Male,78,98,54,Standard
JKT-8181,17,Female,50,57,75,Free/Reduced
JKT-5735,16,Female,90,1,66,Free/Reduced
JKT-0911,16,Male,42,13,84,Standard
JKT-6232,17,Male,46,29,87,Standard
JKT-0932,18,Male,28,4,51,Free/Reduced
JKT-0329,16,Female,75,57,22,Standard
JKT-7624,17,Male,23,71,58,Standard
JKT-3672,16,Male,51,14,58,Free/Reduced
JKT-6609,15,Female,35,84,84,Standard
JKT-8015,18,Male,96,53,75,Standard
JKT-2440,15,Male,36,25,42,Standard
JKT-7164,16,Female,58,22,39,Standard
JKT-2420,18,Female,48,83,92,Standard
JKT-6048,16,Female,25,58,69,Free/Reduced
JKT-7869,16,Male,17,65,81,Free/Reduced
JKT-6590,18,Male,80,90,94,Standard
JKT-0448,17,Male,66,9,75,Free/Reduced
JKT-0933,17,Female,30,32,56,Free/Reduced
JKT-8974,16,Male,72,84,89,Standard
JKT-2868,17,Male,94,10,79,Free/Reduced
JKT-2004,15,Male,8,11,25,Standard
JKT-4958,18,Male,93,76,42,Standard
JKT-9794,16,Female,19,16,67,Standard
JKT-4605,16,Female,28,34,59,Free/Reduced
JKT-9941,16,Female,35,94,42,Standard
JKT-8510,16,Female,89,99,46,Standard
JKT-6631,18,Female,72,87,4,Free/Reduced
JKT-9528,15,Female,29,38,38,Standard
JKT-2270,18,Female,21,21,9,Free/Reduced
JKT-4983,18,Female,14,52,64,Standard
JKT-7778,18,Female,23,22,15,Free/Reduced
JKT-8536,16,Male,9,62,19,Free/Reduced
JKT-9315,15,Male,97,77,84,Free/Reduced
JKT-8289,18,Female,60,48,15,Free/Reduced
JKT-8957,18,Male,36,95,35,Free/Reduced
JKT-4137,17,Male,19,72,6,Free/Reduced
JKT-5363,17,Female,80,7,6,Free/Reduced
JKT-8346,17,Male,56,9,38,Free/Reduced
JKT-1628,17,Female,29,98,55,Standard
JKT-8697,15,Female,20,67,45,Standard
JKT-3545,18,Female,2,42,19,Free/Reduced
JKT-3904,16,Female,93,40,90,Standard
JKT-4692,17,Male,18,18,81,Free/Reduced
JKT-5500,16,Male,12,45,25,Standard
JKT-2929,18,Male,35,49,84,Free/Reduced
JKT-4488,18,Female,95,67,67,Standard
JKT-7430,15,Female,75,35,76,Free/Reduced
JKT-9346,16,Male,10,67,90,Free/Reduced
JKT-1768,17,Male,47,39,49,Free/Reduced
JKT-9337,17,Female,23,65,22,Free/Reduced
JKT-5619,18,Female,64,37,1,Standard
JKT-5446,16,Female,43,98,61,Free/Reduced
JKT-1347,15,Female,91,97,15,Free/Reduced
JKT-9521,18,Male,99,63,64,Standard
JKT-8105,18,Male,3,89,7,Standard
JKT-3652,18,Female,60,12,83,Free/Reduced
JKT-9239,15,Male,95,0,1,Free/Reduced
JKT-0544,18,Male,12,65,22,Standard
JKT-5619,15,Male,8,56,66,Standard
JKT-4563,15,Male,22,65,82,Free/Reduced
JKT-2528,16,Female,72,2,94,Standard
JKT-2798,18,Male,40,44,91,Free/Reduced
JKT-2787,16,Male,59,29,57,Standard
JKT-7763,18,Female,78,65,93,Free/Reduced
JKT-2958,16,Male,1,31,88,Standard
JKT-8828,16,Female,96,67,99,Free/Reduced
JKT-9088,18,Female,53,93,39,Standard
JKT-4763,17,Female,88,18,7,Standard
JKT-6916,18,Female,29,76,91,Free/Reduced
JKT-6612,15,Female,29,51,90,Standard
JKT-6961,15,Female,75,43,69,Standard
JKT-4699,15,Female,39,33,8,Standard
JKT-2678,18,Female,20,46,84,Standard
JKT-6647,18,Male,95,54,65,Free/Reduced
JKT-4215,18,Male,45,5,34,Free/Reduced
JKT-5779,17,Female,47,61,97,Standard
JKT-3425,15,Male,12,7,19,Standard
JKT-6688,18,Male,5,75,8,Free/Reduced
JKT-6254,17,Female,73,44,33,Free/Reduced
JKT-8493,15,Female,91,82,34,Standard
JKT-9207,17,Female,37,35,11,Free/Reduced
JKT-1379,16,Male,47,2,67,Free/Reduced
JKT-6595,16,Male,18,70,49,Standard
JKT-5876,17,Female,43,41,86,Standard
JKT-5549,16,Male,48,23,12,Standard
JKT-6210,16,Male,96,57,95,Free/Reduced
JKT-2466,16,Male,63,35,27,Free/Reduced
JKT-7095,17,Male,75,86,56,Free/Reduced
JKT-2187,17,Male,14,16,4,Standard
JKT-9726,15,Male,51,69,23,Standard
JKT-8759,18,Male,50,30,22,Free/Reduced
JKT-9584,16,Female,97,39,16,Free/Reduced
JKT-9568,17,Female,91,23,18,Standard
JKT-0785,18,Male,70,77,83,Free/Reduced
JKT-7105,17,Male,58,14,84,Free/Reduced
JKT-4250,15,Female,73,30,89,Free/Reduced
JKT-0341,16,Male,91,58,17,Free/Reduced
JKT-1941,17,Female,73,24,95,Free/Reduced
JKT-3275,17,Female,94,1,22,Free/Reduced
JKT-2798,16,Female,30,17,46,Standard
JKT-1510,17,Female,71,54,80,Standard
JKT-8478,18,Female,73,10,8,Standard
JKT-8950,15,Female,86,10,16,Free/Reduced
JKT-1224,15,Female,90,39,43,Standard
JKT-6711,17,Female,41,74,5,Free/Reduced
JKT-8152,17,Female,87,87,13,Standard
JKT-8364,17,Male,38,15,44,Standard
JKT-4201,18,Male,31,79,6,Standard
JKT-6980,17,Female,61,16,17,Standard
JKT-1693,15,Male,58,19,15,Standard
JKT-0226,18,Male,77,7,60,Free/Reduced
JKT-7640,17,Female,76,83,59,Standard
JKT-8008,15,Male,87,0,69,Standard
JKT-5707,16,Female,52,10,65,Free/Reduced
JKT-0465,15,Female,34,7,36,Standard
JKT-8690,17,Female,80,99,13,Standard
JKT-6446,15,Female,90,13,92,Standard
JKT-8011,16,Female,40,63,7,Standard
JKT-7238,17,Female,74,11,97,Standard
JKT-3393,18,Female,15,79,82,Standard
JKT-9832,15,Male,28,76,15,Standard
JKT-7495,15,Male,80,52,5,Free/Reduced
JKT-4923,17,Female,26,42,24,Standard
JKT-0505,18,Female,30,92,66,Standard
JKT-6035,16,Female,35,24,36,Standard
JKT-2992,15,Male,37,61,75,Free/Reduced
JKT-5305,17,Male,34,77,33,Standard
JKT-3795,17,Male,50,27,77,Free/Reduced
JKT-7897,18,Female,54,99,17,Free/Reduced
JKT-1486,18,Male,45,16,69,Standard
JKT-1593,18,Female,83,82,93,Free/Reduced
JKT-5126,18,Male,80,28,80,Standard
JKT-9717,16,Female,14,12,43,Standard
JKT-4460,17,Female,98,19,50,Standard
JKT-4532,15,Male,68,6,63,Free/Reduced
JKT-0352,16,Male,13,36,11,Standard
JKT-5011,18,Female,96,58,26,Free/Reduced
JKT-4920,17,Female,44,21,100,Free/Reduced
JKT-7690,15,Male,90,38,40,Standard
JKT-1665,16,Female,87,29,61,Free/Reduced
JKT-7528,16,Female,14,64,37,Standard
JKT-3787,18,Female,49,18,70,Free/Reduced
JKT-1072,16,Female,31,22,94,Free/Reduced
JKT-8112,15,Male,19,100,97,Free/Reduced
JKT-5023,17,Female,8,63,47,Standard
JKT-1138,17,Male,53,94,96,Free/Reduced
JKT-2238,17,Female,47,76,7,Free/Reduced
JKT-0539,17,Female,72,54,30,Free/Reduced
JKT-6203,16,Male,93,21,33,Free/Reduced
JKT-6610,18,Female,24,33,95,Free/Reduced
JKT-3574,18,Female,24,60,100,Free/Reduced
JKT-8818,16,Female,55,9,39,Free/Reduced
JKT-0110,16,Male,76,17,74,Standard
JKT-9021,18,Female,59,89,5,Standard
JKT-1051,16,Male,58,81,74,Standard
JKT-5090,18,Male,30,83,86,Standard
JKT-3577,15,Female,10,45,10,Standard
JKT-8031,15,Male,18,11,74,Free/Reduced
JKT-8751,17,Male,3,65,69,Standard
JKT-3629,18,Female,85,36,36,Standard
JKT-1183,17,Female,36,36,77,Standard
JKT-9704,18,Female,52,34,74,Standard
JKT-5737,18,Female,55,72,12,Standard
JKT-0444,16,Male,74,23,59,Standard
JKT-1850,17,Female,0,37,83,Free/Reduced
JKT-9054,18,Female,4,78,92,Standard
JKT-6574,16,Female,32,56,75,Free/Reduced
JKT-7513,18,Female,55,79,20,Free/Reduced
JKT-9759,16,Female,3,23,45,Standard
JKT-2526,18,Female,47,69,25,Free/Reduced
JKT-1628,15,Female,41,15,14,Standard
JKT-9235,15,Male,68,6,85,Free/Reduced
JKT-7888,18,Male,69,92,39,Free/Reduced
JKT-0874,16,Male,56,62,86,Free/Reduced
JKT-4925,18,Male,84,64,27,Free/Reduced
JKT-3283,17,Female,48,12,64,Free/Reduced
JKT-3767,18,Male,38,100,93,Free/Reduced
JKT-3348,18,Male,71,1,73,Free/Reduced
JKT-1360,18,Male,53,20,70,Standard
JKT-3033,16,Female,62,96,2,Free/Reduced
JKT-4722,16,Male,44,29,58,Standard
JKT-5100,18,Female,53,61,100,Free/Reduced
JKT-1870,17,Female,84,96,58,Standard
JKT-0539,15,Female,92,1,12,Free/Reduced
JKT-8276,17,Female,14,87,51,Standard
JKT-6441,18,Female,38,29,82,Standard
JKT-1250,16,Female,2,1,86,Free/Reduced
JKT-1022,17,Male,60,27,33,Standard
JKT-5267,16,Female,41,65,69,Free/Reduced
JKT-6984,16,Male,88,3,16,Standard
JKT-2762,17,Male,51,27,79,Standard
JKT-6081,15,Female,2,47,12,Standard
JKT-9506,15,Female,64,14,44,Standard
JKT-5305,18,Male,95,12,25,Free/Reduced
JKT-2379,17,Female,37,25,73,Standard
JKT-6410,17,Male,72,94,90,Free/Reduced
JKT-3246,18,Female,98,10,100,Standard
JKT-4988,17,Female,35,9,5,Standard
JKT-2582,18,Female,17,64,42,Free/Reduced
JKT-2613,15,Male,31,96,35,Free/Reduced
JKT-5298,16,Female,77,12,46,Free/Reduced
JKT-3216,18,Female,93,85,35,Free/Reduced
JKT-4167,18,Male,19,99,17,Standard
JKT-7613,15,Male,38,83,42,Standard
JKT-9840,18,Female,78,79,82,Standard
JKT-9819,15,Male,99,12,28,Standard
JKT-9997,15,Male,22,86,50,Free/Reduced
JKT-1504,18,Female,77,63,56,Free/Reduced
JKT-4464,18,Female,47,98,71,Standard
JKT-2743,18,Male,92,52,77,Standard
JKT-8797,16,Female,82,20,38,Standard
JKT-4142,18,Male,22,35,82,Free/Reduced
JKT-2187,16,Male,14,100,92,Standard
JKT-3746,15,Female,35,47,94,Free/Reduced
JKT-7310,17,Male,80,73,97,Free/Reduced
JKT-6803,17,Male,58,96,44,Free/Reduced
JKT-2150,15,Female,65,28,95,Free/Reduced
JKT-1408,17,Male,64,55,45,Free/Reduced
JKT-2644,18,Female,90,26,81,Free/Reduced
JKT-0275,16,Female,83,36,28,Standard
JKT-0975,16,Male,35,72,1,Free/Reduced
JKT-9950,16,Male,98,52,74,Free/Reduced
JKT-9987,17,Male,57,97,50,Free/Reduced
JKT-0958,17,Female,5,75,32,Free/Reduced
JKT-3631,16,Male,53,47,73,Standard
JKT-8610,15,Male,12,55,38,Free/Reduced
JKT-3746,17,Male,85,65,80,Standard
JKT-5995,15,Female,13,43,14,Free/Reduced
JKT-4690,18,Male,71,31,88,Standard
JKT-2514,18,Female,18,34,52,Free/Reduced
JKT-3910,17,Female,48,8,33,Standard
JKT-2556,17,Male,92,86,90,Free/Reduced
JKT-1902,16,Female,85,30,13,Free/Reduced
JKT-9095,18,Female,48,92,65,Standard
JKT-1419,17,Female,0,82,21,Free/Reduced
JKT-7191,18,Male,86,43,26,Standard
JKT-3603,16,Male,71,90,1,Free/Reduced
JKT-8317,16,Male,95,48,9,Standard
JKT-2977,18,Male,22,99,18,Free/Reduced
JKT-5345,15,Female,70,32,17,Standard
JKT-0551,17,Female,10,36,29,Free/Reduced
JKT-5008,17,Female,5,92,71,Standard
JKT-9385,16,Male,94,11,49,Standard
JKT-1336,18,Female,41,71,17,Free/Reduced
JKT-3536,15,Male,29,50,49,Standard
JKT-9649,17,Male,58,37,83,Free/Reduced
JKT-2224,16,Male,88,71,94,Free/Reduced
JKT-7817,16,Female,21,47,39,Free/Reduced
JKT-9669,15,Female,54,66,13,Free/Reduced
JKT-7745,18,Male,87,92,87,Standard
JKT-9922,15,Female,92,88,80,Standard
JKT-5327,17,Male,80,37,44,Standard
JKT-9553,17,Female,72,59,76,Standard
JKT-8232,18,Male,22,91,66,Free/Reduced
JKT-2453,15,Female,20,87,6,Standard
JKT-3042,15,Female,48,51,73,Standard
JKT-0759,18,Female,31,58,49,Free/Reduced
JKT-5367,18,Female,42,84,1,Standard
JKT-6229,18,Male,27,66,73,Free/Reduced
JKT-1792,16,Female,47,47,64,Free/Reduced
JKT-4133,18,Female,22,84,65,Standard
JKT-1021,18,Male,9,32,25,Free/Reduced
JKT-9098,17,Female,76,72,59,Standard
JKT-2406,17,Male,20,90,61,Free/Reduced
JKT-4781,18,Male,58,53,65,Free/Reduced
JKT-8556,16,Female,54,10,70,Free/Reduced
JKT-4251,15,Female,4,96,33,Standard
JKT-6419,17,Male,85,7,13,Standard
JKT-4497,16,Male,29,63,22,Standard
JKT-4355,18,Male,88,78,3,Free/Reduced
JKT-7393,18,Male,12,22,25,Free/Reduced
JKT-0638,15,Male,31,77,64,Free/Reduced
JKT-5323,16,Male,98,64,55,Standard
JKT-0097,15,Female,3,58,7,Standard
JKT-9367,17,Female,67,52,8,Free/Reduced
JKT-9282,16,Female,98,16,61,Standard
JKT-8279,17,Female,40,58,96,Free/Reduced
JKT-7233,15,Male,13,95,30,Standard
JKT-9567,15,Male,66,89,8,Free/Reduced
JKT-0183,17,Female,8,72,88,Free/Reduced
JKT-1989,17,Male,26,11,25,Free/Reduced
JKT-3924,18,Male,35,80,44,Standard
JKT-7129,16,Female,37,4,30,Free/Reduced
JKT-9483,16,Female,22,32,65,Standard
JKT-2592,16,Female,90,42,93,Free/Reduced
JKT-1812,17,Male,50,90,0,Standard
JKT-6594,17,Male,7,22,15,Free/Reduced
JKT-3249,18,Male,80,10,52,Standard
JKT-3181,15,Male,78,92,43,Standard
JKT-4222,17,Male,10,44,63,Free/Reduced
JKT-4540,16,Male,52,23,25,Standard
JKT-6406,18,Female,21,30,56,Free/Reduced
JKT-2045,16,Male,83,32,35,Free/Reduced
JKT-8011,18,Female,58,43,9,Standard
JKT-1541,16,Male,9,89,39,Free/Reduced
JKT-0088,17,Female,75,21,62,Standard
JKT-6018,17,Male,41,78,92,Free/Reduced
JKT-8950,17,Female,93,81,43,Free/Reduced
JKT-0430,17,Male,21,5,13,Free/Reduced
JKT-3173,18,Male,82,99,66,Free/Reduced
JKT-8990,15,Female,92,10,93,Free/Reduced
JKT-6048,15,Male,5,90,36,Standard
JKT-5216,18,Male,25,96,97,Standard
JKT-5376,18,Male,43,27,95,Standard
JKT-9274,18,Female,81,69,22,Standard
JKT-0628,18,Male,44,71,92,Standard
JKT-7597,17,Male,64,76,54,Free/Reduced
JKT-5514,15,Female,73,19,57,Free/Reduced
JKT-7393,15,Female,56,93,49,Free/Reduced
JKT-9312,18,Male,3,7,78,Standard
JKT-9455,16,Male,66,71,36,Standard
JKT-2856,17,Female,60,29,97,Standard
JKT-7405,16,Male,100,62,82,Free/Reduced
JKT-5320,17,Female,96,75,52,Free/Reduced
JKT-9411,16,Female,65,16,30,Standard
JKT-7700,18,Male,59,47,26,Free/Reduced
JKT-0961,16,Female,40,13,58,Free/Reduced
JKT-9824,15,Female,1,88,76,Free/Reduced
JKT-4460,16,Male,93,15,21,Free/Reduced
JKT-3056,16,Male,93,88,32,Free/Reduced
JKT-3737,15,Male,57,96,19,Free/Reduced
JKT-3071,18,Female,56,25,38,Free/Reduced
JKT-8556,17,Female,79,10,0,Standard
JKT-7961,17,Male,84,35,94,Free/Reduced
JKT-5301,15,Male,27,65,30,Standard
JKT-9277,15,Male,14,95,78,Standard
JKT-5332,16,Male,67,49,35,Standard
JKT-9993,17,Female,89,83,85,Standard
JKT-7684,17,Female,85,95,52,Standard
JKT-2229,16,Male,60,74,76,Free/Reduced
JKT-1994,18,Male,41,100,33,Standard
JKT-4884,16,Male,30,34,57,Standard
JKT-1310,18,Female,38,19,66,Standard
JKT-8985,18,Male,69,3,92,Free/Reduced
JKT-9607,16,Male,28,41,81,Free/Reduced
JKT-3701,15,Female,1,99,61,Free/Reduced
JKT-2185,18,Female,35,33,90,Standard
JKT-7123,18,Female,97,82,89,Free/Reduced
JKT-5630,18,Female,75,5,3,Standard
JKT-1068,18,Female,79,92,60,Free/Reduced
JKT-6593,16,Female,33,93,48,Free/Reduced
JKT-2298,17,Male,81,68,28,Standard
JKT-1575,18,Male,3,53,27,Standard
JKT-3992,16,Male,77,44,51,Free/Reduced
JKT-5752,16,Female,2,86,21,Standard
JKT-0654,17,Male,10,85,34,Standard
JKT-4330,16,Female,82,58,78,Standard
JKT-8927,17,Male,60,79,87,Free/Reduced
JKT-9622,15,Male,72,17,91,Standard
JKT-9548,17,Male,43,44,85,Free/Reduced
JKT-4317,16,Female,45,68,11,Free/Reduced
JKT-1199,17,Female,44,52,89,Standard
JKT-6432,17,Male,56,45,100,Standard
JKT-4498,18,Male,19,76,45,Free/Reduced
JKT-4867,16,Male,52,51,2,Free/Reduced
JKT-2214,17,Male,60,59,59,Standard
JKT-7976,16,Female,85,93,24,Standard
JKT-6750,16,Male,12,97,48,Free/Reduced
JKT-7524,18,Male,88,12,42,Free/Reduced
JKT-1134,16,Female,22,27,77,Free/Reduced
JKT-7946,15,Male,82,42,13,Free/Reduced
JKT-5439,17,Female,9,89,85,Standard
JKT-8191,17,Male,3,62,78,Free/Reduced
JKT-5358,16,Female,53,73,58,Standard
JKT-1167,18,Male,46,11,94,Standard
JKT-0125,15,Female,60,46,64,Standard
JKT-7765,17,Female,34,13,50,Standard
JKT-3117,18,Female,65,78,86,Free/Reduced
JKT-8141,18,Female,77,33,14,Standard
JKT-5642,18,Female,82,60,82,Standard
JKT-0738,17,Female,80,28,79,Standard
JKT-5352,16,Female,62,68,30,Free/Reduced
JKT-8152,15,Male,73,95,46,Standard
JKT-0560,15,Female,50,37,22,Standard
JKT-9159,17,Male,27,55,87,Standard
JKT-1666,18,Female,6,71,34,Free/Reduced
JKT-1181,16,Female,77,54,98,Free/Reduced
JKT-8769,17,Female,69,97,7,Standard
JKT-4277,18,Male,68,74,3,Free/Reduced
JKT-7482,17,Male,77,68,14,Free/Reduced
JKT-5106,15,Female,73,13,33,Free/Reduced
JKT-6046,18,Female,59,98,77,Free/Reduced
JKT-9398,16,Male,59,25,3,Standard
JKT-9281,17,Male,20,46,61,Free/Reduced
JKT-1011,15,Female,55,35,31,Free/Reduced
JKT-4792,15,Male,60,2,62,Standard
JKT-8743,17,Male,44,26,81,Standard
JKT-5186,17,Female,83,25,46,Free/Reduced
JKT-4795,18,Female,17,23,50,Standard
JKT-5955,15,Female,46,24,60,Free/Reduced
JKT-3745,17,Female,50,85,99,Standard
JKT-0858,15,Female,80,42,45,Standard
JKT-9027,16,Female,49,65,81,Free/Reduced
JKT-8030,17,Female,12,30,27,Standard
JKT-2315,17,Female,6,44,78,Standard
JKT-1980,17,Female,89,71,20,Free/Reduced
JKT-4726,15,Male,68,14,57,Standard
JKT-9130,18,Male,48,33,95,Free/Reduced
JKT-4244,18,Female,72,95,18,Standard
JKT-8653,17,Male,10,41,40,Standard
JKT-3597,17,Male,100,17,24,Free/Reduced
JKT-7528,16,Female,80,80,36,Standard
JKT-0831,18,Male,93,8,60,Free/Reduced
JKT-0077,17,Male,13,3,58,Standard
JKT-1072,15,Male,13,48,50,Standard
JKT-5087,15,Female,74,53,17,Free/Reduced
