,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
1124,37,admin.,married,university.degree,unknown,no,yes,cellular,aug,thu,192.0,1,999,0,nonexistent,no
1125,39,admin.,married,professional.course,no,no,no,telephone,may,fri,299.0,4,999,0,nonexistent,no
1126,39,technician,married,professional.course,no,yes,yes,cellular,aug,wed,86.0,1,999,0,nonexistent,no
1127,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,836.0,4,999,0,nonexistent,no
1128,45,self-employed,married,university.degree,no,no,no,cellular,nov,fri,18.0,5,999,0,nonexistent,no
1129,39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,291.0,2,999,0,nonexistent,no
1130,41,admin.,married,university.degree,unknown,yes,no,cellular,nov,tue,331.0,2,999,0,nonexistent,no
1131,27,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,110.0,2,999,0,nonexistent,no
1132,30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,179.0,1,999,0,nonexistent,yes
1133,60,admin.,married,university.degree,no,no,no,cellular,aug,mon,133.0,1,999,0,nonexistent,no
1134,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,166.0,1,999,0,nonexistent,no
1135,19,student,single,high.school,no,yes,no,cellular,dec,thu,110.0,2,999,3,failure,no
1136,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,67.0,1,999,0,nonexistent,no
1137,46,self-employed,married,basic.4y,no,yes,yes,cellular,nov,tue,162.0,1,999,1,failure,no
1138,37,services,married,high.school,no,no,no,telephone,may,mon,108.0,2,999,1,failure,no
1139,25,admin.,single,university.degree,no,yes,yes,cellular,may,tue,500.0,2,999,0,nonexistent,no
1140,55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,431.0,1,999,0,nonexistent,no
1141,35,technician,married,high.school,no,no,no,cellular,aug,fri,133.0,1,999,0,nonexistent,no
1142,46,housemaid,single,basic.9y,unknown,no,no,cellular,may,wed,388.0,2,999,1,failure,no
1143,38,technician,married,high.school,no,unknown,unknown,cellular,aug,tue,234.0,1,999,0,nonexistent,no
1144,35,technician,single,professional.course,no,yes,yes,telephone,jun,mon,402.0,9,999,0,nonexistent,no
1145,36,unknown,single,unknown,no,no,no,cellular,jul,fri,295.0,2,999,0,nonexistent,no
1146,34,management,divorced,university.degree,no,no,no,cellular,nov,thu,370.0,2,999,0,nonexistent,yes
1147,31,admin.,married,university.degree,no,no,no,cellular,nov,thu,96.0,1,999,0,nonexistent,no
1148,47,technician,single,unknown,no,yes,no,telephone,jun,wed,180.0,4,999,0,nonexistent,no
1149,43,admin.,married,university.degree,no,no,no,cellular,nov,wed,97.0,1,999,0,nonexistent,no
1150,49,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,wed,85.0,3,999,0,nonexistent,no
1151,72,retired,married,basic.4y,no,no,no,cellular,oct,fri,155.0,1,6,1,success,no
1152,35,admin.,married,university.degree,no,yes,no,telephone,jun,wed,284.0,4,999,0,nonexistent,no
1153,25,services,married,high.school,no,yes,no,telephone,jun,wed,227.0,1,999,0,nonexistent,no
1154,34,admin.,single,high.school,no,yes,no,telephone,jun,thu,191.0,3,999,0,nonexistent,no
1155,38,admin.,married,university.degree,no,yes,no,telephone,may,tue,137.0,2,999,0,nonexistent,no
1156,34,services,married,professional.course,no,yes,no,cellular,may,mon,72.0,5,999,0,nonexistent,no
1157,31,services,married,high.school,no,yes,no,telephone,may,tue,125.0,1,999,0,nonexistent,no
1158,42,services,married,basic.9y,no,yes,no,cellular,may,fri,152.0,1,999,1,failure,no
1159,54,management,married,university.degree,no,yes,no,cellular,jun,wed,42.0,1,999,0,nonexistent,no
1160,24,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,282.0,1,999,0,nonexistent,no
1161,44,management,married,high.school,no,yes,no,cellular,nov,mon,669.0,1,999,0,nonexistent,no
1162,37,admin.,single,high.school,no,yes,yes,telephone,may,mon,56.0,2,999,0,nonexistent,no
1163,52,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,20.0,24,999,0,nonexistent,no
1164,43,technician,married,basic.6y,no,yes,no,telephone,may,wed,261.0,3,999,0,nonexistent,no
1165,38,admin.,single,basic.9y,no,no,no,telephone,jun,tue,98.0,1,999,0,nonexistent,no
1166,26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,54.0,1,999,0,nonexistent,no
1167,48,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,283.0,6,999,0,nonexistent,no
1168,36,technician,married,university.degree,no,no,no,cellular,aug,tue,99.0,5,999,0,nonexistent,no
1169,41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,471.0,2,999,0,nonexistent,no
1170,30,technician,married,basic.9y,no,yes,no,cellular,may,thu,181.0,4,999,0,nonexistent,no
1171,27,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,114.0,1,999,0,nonexistent,no
1172,33,self-employed,married,university.degree,no,no,no,telephone,may,tue,792.0,1,999,0,nonexistent,no
1173,33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,804.0,2,9,1,success,no
1174,48,technician,married,professional.course,no,no,no,telephone,may,thu,145.0,4,999,0,nonexistent,no
1175,34,management,divorced,professional.course,no,yes,no,cellular,apr,fri,140.0,2,999,0,nonexistent,no
1176,30,unemployed,married,high.school,no,yes,no,cellular,jul,thu,272.0,2,999,0,nonexistent,no
1177,33,blue-collar,married,basic.4y,no,yes,no,telephone,jul,wed,157.0,4,999,0,nonexistent,no
1178,36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,56.0,1,999,1,failure,no
1179,49,services,married,high.school,unknown,no,no,telephone,jun,thu,128.0,1,999,0,nonexistent,no
1180,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,mon,36.0,1,999,0,nonexistent,no
1181,51,admin.,divorced,professional.course,no,no,no,cellular,may,wed,194.0,1,999,1,failure,no
1182,56,admin.,married,university.degree,unknown,no,no,telephone,may,fri,213.0,4,999,0,nonexistent,no
1183,54,self-employed,married,professional.course,no,no,no,cellular,aug,fri,309.0,1,999,0,nonexistent,no
1184,69,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,93.0,1,999,1,failure,no
1185,37,technician,married,basic.6y,no,yes,no,telephone,jun,fri,27.0,1,999,0,nonexistent,no
1186,56,management,married,university.degree,no,yes,no,cellular,jul,thu,22.0,1,999,0,nonexistent,no
1187,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,574.0,1,999,0,nonexistent,yes
1188,45,admin.,married,high.school,unknown,no,yes,telephone,jul,mon,55.0,1,999,0,nonexistent,no
1189,52,services,married,basic.4y,no,yes,no,cellular,aug,tue,483.0,4,999,0,nonexistent,no
1190,32,admin.,married,university.degree,no,no,no,cellular,may,fri,209.0,2,999,1,failure,no
1191,35,admin.,married,university.degree,no,no,no,telephone,may,tue,235.0,4,999,0,nonexistent,no
1192,40,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,thu,561.0,3,999,0,nonexistent,no
1193,26,admin.,single,high.school,no,yes,no,telephone,may,fri,160.0,3,999,0,nonexistent,no
1194,44,management,married,university.degree,unknown,yes,no,telephone,may,mon,289.0,1,999,0,nonexistent,no
1195,38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,1093.0,1,999,0,nonexistent,yes
1196,33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,mon,73.0,4,999,0,nonexistent,no
1197,33,technician,single,university.degree,no,yes,no,cellular,apr,thu,71.0,1,999,1,failure,no
1198,28,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,thu,733.0,1,999,0,nonexistent,yes
1199,32,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,69.0,3,999,0,nonexistent,no
1200,33,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,275.0,1,999,1,failure,no
1201,35,management,married,university.degree,no,yes,no,cellular,nov,mon,121.0,1,999,0,nonexistent,no
1202,42,admin.,married,professional.course,no,yes,no,cellular,may,mon,174.0,1,999,0,nonexistent,no
1203,32,technician,married,professional.course,no,no,no,telephone,may,tue,1906.0,3,999,0,nonexistent,no
1204,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,471.0,2,999,0,nonexistent,no
1205,42,admin.,divorced,professional.course,no,no,no,cellular,may,thu,37.0,2,999,1,failure,no
1206,36,services,married,high.school,no,yes,no,cellular,may,tue,161.0,2,999,0,nonexistent,no
1207,41,services,married,basic.9y,no,yes,no,telephone,may,wed,251.0,3,999,0,nonexistent,no
1208,50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,21.0,3,999,0,nonexistent,no
1209,56,management,married,university.degree,no,yes,no,telephone,may,tue,75.0,2,999,0,nonexistent,no
1210,54,blue-collar,married,professional.course,unknown,yes,yes,telephone,may,mon,198.0,3,999,0,nonexistent,no
1211,36,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,176.0,2,999,0,nonexistent,no
1212,53,management,married,high.school,no,yes,no,cellular,may,mon,8.0,3,999,0,nonexistent,no
1213,32,admin.,single,university.degree,no,unknown,unknown,cellular,nov,fri,59.0,1,999,0,nonexistent,no
1214,34,technician,married,high.school,no,no,no,telephone,may,mon,228.0,1,999,0,nonexistent,no
1215,29,services,divorced,high.school,no,no,yes,telephone,jun,mon,361.0,3,999,0,nonexistent,no
1216,37,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,tue,237.0,1,999,0,nonexistent,no
1217,45,services,married,high.school,unknown,no,no,telephone,jun,thu,379.0,1,999,0,nonexistent,no
1218,23,services,married,high.school,no,no,no,cellular,may,wed,370.0,1,999,1,failure,no
1219,27,admin.,married,university.degree,no,no,no,telephone,may,wed,191.0,5,999,0,nonexistent,no
1220,53,self-employed,married,basic.4y,no,no,no,cellular,aug,tue,268.0,11,999,0,nonexistent,no
1221,60,admin.,married,university.degree,unknown,no,no,telephone,may,tue,266.0,2,999,0,nonexistent,no
1222,37,technician,single,high.school,unknown,no,no,telephone,jun,thu,675.0,5,999,0,nonexistent,no
1223,43,technician,married,professional.course,no,no,no,cellular,aug,thu,211.0,3,999,0,nonexistent,no
1224,34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,76.0,2,999,0,nonexistent,no
1225,41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,88.0,5,999,0,nonexistent,no
1226,31,admin.,married,high.school,no,no,no,cellular,may,thu,172.0,2,999,1,failure,no
1227,35,technician,married,professional.course,no,yes,no,cellular,sep,thu,317.0,1,999,2,failure,no
1228,38,management,married,university.degree,no,yes,no,cellular,aug,thu,328.0,2,999,0,nonexistent,no
1229,47,technician,married,professional.course,unknown,yes,no,telephone,may,tue,272.0,3,999,0,nonexistent,no
1230,41,management,married,basic.6y,no,no,no,cellular,sep,fri,181.0,1,999,0,nonexistent,no
1231,38,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,21.0,9,999,0,nonexistent,no
1232,42,admin.,divorced,high.school,no,yes,no,telephone,may,wed,15.0,5,999,1,failure,no
1233,42,entrepreneur,single,university.degree,no,no,no,cellular,nov,wed,131.0,1,999,0,nonexistent,no
1234,31,management,married,high.school,no,no,no,telephone,may,wed,217.0,1,999,0,nonexistent,no
1235,53,admin.,married,university.degree,no,no,no,cellular,aug,thu,102.0,1,999,0,nonexistent,no
1236,31,technician,married,university.degree,no,no,no,cellular,sep,thu,261.0,1,999,0,nonexistent,no
1237,30,blue-collar,married,unknown,unknown,yes,yes,telephone,may,fri,129.0,2,999,0,nonexistent,no
1238,37,blue-collar,single,university.degree,unknown,no,no,cellular,may,thu,159.0,2,999,1,failure,no
1239,32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,926.0,1,999,0,nonexistent,no
1240,31,technician,single,professional.course,no,yes,no,cellular,aug,fri,122.0,4,999,0,nonexistent,no
1241,63,retired,married,unknown,no,yes,yes,cellular,sep,tue,167.0,1,999,1,failure,no
1242,49,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,328.0,1,999,0,nonexistent,no
1243,48,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,mon,250.0,1,999,0,nonexistent,no
1244,22,admin.,single,university.degree,no,yes,no,cellular,sep,mon,194.0,2,999,3,failure,yes
1245,34,admin.,single,high.school,no,yes,no,cellular,jul,fri,108.0,1,999,0,nonexistent,no
1246,40,technician,married,professional.course,no,yes,no,telephone,may,wed,327.0,3,999,0,nonexistent,no
1247,30,,married,university.degree,unknown,no,no,telephone,may,tue,191.0,1,999,0,nonexistent,no
1248,34,admin.,single,university.degree,no,no,no,cellular,mar,tue,325.0,2,999,0,nonexistent,yes
1249,44,management,married,university.degree,no,yes,no,cellular,nov,mon,130.0,1,999,1,failure,no
1250,33,admin.,divorced,university.degree,no,yes,no,telephone,nov,thu,119.0,3,999,0,nonexistent,no
1251,46,technician,married,high.school,unknown,no,no,cellular,aug,thu,206.0,1,999,0,nonexistent,no
1252,42,admin.,single,unknown,no,yes,no,telephone,may,tue,339.0,3,999,0,nonexistent,no
1253,30,technician,married,university.degree,no,no,no,cellular,aug,mon,176.0,2,999,0,nonexistent,no
1254,31,technician,single,professional.course,no,no,no,cellular,aug,mon,122.0,2,999,0,nonexistent,no
1255,34,technician,married,basic.9y,no,yes,no,cellular,nov,tue,66.0,1,999,1,failure,no
1256,41,management,married,university.degree,no,yes,no,cellular,may,thu,93.0,1,999,0,nonexistent,no
1257,77,management,single,basic.9y,no,no,no,cellular,jun,mon,84.0,2,999,1,failure,no
1258,30,blue-collar,single,basic.6y,no,no,no,cellular,may,thu,159.0,1,999,1,failure,no
1259,49,admin.,married,unknown,no,no,no,cellular,nov,fri,288.0,1,999,1,failure,no
1260,30,technician,married,basic.6y,no,no,no,cellular,may,thu,25.0,1,999,0,nonexistent,no
1261,29,technician,married,university.degree,no,yes,no,cellular,nov,fri,210.0,1,3,1,success,yes
1262,46,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,397.0,3,999,0,nonexistent,no
1263,40,admin.,single,high.school,no,yes,no,cellular,jul,tue,635.0,3,999,0,nonexistent,no
1264,46,management,married,basic.9y,no,no,no,telephone,may,wed,617.0,1,999,0,nonexistent,no
1265,45,services,married,high.school,no,yes,no,cellular,apr,tue,1063.0,1,999,0,nonexistent,no
1266,34,services,married,high.school,no,yes,no,cellular,nov,tue,78.0,1,999,0,nonexistent,no
1267,33,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,119.0,2,999,0,nonexistent,no
1268,39,services,married,high.school,no,yes,no,cellular,may,thu,328.0,2,6,3,success,yes
1269,31,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,154.0,2,999,0,nonexistent,no
1270,30,admin.,single,high.school,no,yes,no,cellular,may,mon,153.0,1,999,0,nonexistent,no
1271,26,student,single,university.degree,no,no,no,cellular,nov,fri,181.0,1,7,1,success,yes
1272,32,admin.,single,university.degree,no,no,no,cellular,nov,wed,1307.0,3,999,1,failure,no
1273,38,management,married,university.degree,no,yes,no,telephone,may,mon,274.0,6,999,0,nonexistent,no
1274,29,admin.,single,high.school,no,yes,yes,cellular,aug,mon,63.0,4,999,0,nonexistent,no
1275,43,services,married,high.school,no,yes,yes,telephone,jul,mon,118.0,8,999,0,nonexistent,no
1276,66,retired,married,professional.course,no,no,yes,cellular,mar,tue,525.0,1,21,2,failure,yes
1277,23,services,single,high.school,no,no,no,telephone,may,wed,107.0,1,999,0,nonexistent,no
1278,33,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,64.0,1,999,0,nonexistent,no
1279,46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,184.0,2,999,0,nonexistent,no
1280,73,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,135.0,1,999,0,nonexistent,no
1281,46,services,married,high.school,no,no,yes,telephone,jun,thu,153.0,1,999,0,nonexistent,no
1282,40,admin.,single,university.degree,no,yes,no,cellular,jul,mon,281.0,1,999,0,nonexistent,no
1283,50,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,332.0,4,999,0,nonexistent,no
1284,22,blue-collar,single,unknown,unknown,unknown,unknown,cellular,jul,mon,47.0,2,999,0,nonexistent,no
1285,45,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,188.0,5,999,0,nonexistent,no
1286,33,services,single,university.degree,unknown,no,no,telephone,jun,mon,747.0,2,999,0,nonexistent,yes
1287,25,blue-collar,married,high.school,no,no,no,telephone,may,mon,217.0,1,999,0,nonexistent,no
1288,31,admin.,married,high.school,no,yes,no,cellular,jul,fri,595.0,2,999,0,nonexistent,no
1289,39,admin.,single,high.school,no,no,no,telephone,jun,wed,213.0,1,999,0,nonexistent,no
1290,45,services,married,high.school,no,yes,no,telephone,may,tue,276.0,1,999,0,nonexistent,no
1291,30,technician,married,university.degree,no,unknown,unknown,telephone,jun,mon,71.0,1,999,0,nonexistent,no
1292,31,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,365.0,2,999,0,nonexistent,no
1293,47,services,married,basic.6y,no,yes,no,cellular,jul,mon,207.0,1,999,0,nonexistent,no
1294,48,unemployed,divorced,professional.course,no,yes,no,telephone,nov,fri,122.0,4,999,0,nonexistent,no
1295,29,admin.,single,university.degree,no,no,no,cellular,nov,thu,103.0,1,999,0,nonexistent,no
1296,40,technician,single,professional.course,unknown,yes,no,cellular,may,thu,17.0,8,999,0,nonexistent,no
1297,24,technician,single,professional.course,no,yes,no,cellular,jul,mon,607.0,3,13,1,success,yes
1298,34,management,married,university.degree,no,no,no,telephone,jun,wed,893.0,8,999,0,nonexistent,yes
1299,33,admin.,single,high.school,no,no,no,telephone,may,tue,60.0,1,999,0,nonexistent,no
1300,58,services,married,unknown,unknown,yes,no,cellular,aug,tue,197.0,1,999,0,nonexistent,no
1301,26,student,single,unknown,no,yes,no,cellular,may,tue,189.0,2,999,1,failure,no
1302,34,admin.,single,high.school,no,yes,no,cellular,may,wed,195.0,2,999,1,failure,no
1303,53,management,married,university.degree,no,no,no,cellular,may,wed,147.0,2,999,0,nonexistent,no
1304,45,self-employed,married,basic.9y,no,yes,no,cellular,jul,wed,71.0,1,999,0,nonexistent,no
1305,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,73.0,1,999,0,nonexistent,no
1306,39,admin.,married,university.degree,no,yes,no,telephone,may,fri,127.0,1,999,0,nonexistent,no
1307,29,blue-collar,married,high.school,no,yes,yes,cellular,may,tue,145.0,1,999,1,failure,no
1308,50,technician,single,university.degree,no,yes,no,cellular,jul,tue,216.0,7,999,0,nonexistent,no
1309,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,171.0,4,999,0,nonexistent,no
1310,43,self-employed,married,university.degree,unknown,yes,yes,telephone,jun,wed,1487.0,1,999,0,nonexistent,no
1311,46,services,married,high.school,no,no,no,cellular,apr,mon,53.0,1,999,1,failure,no
1312,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,240.0,2,999,0,nonexistent,no
1313,31,blue-collar,single,unknown,no,no,no,cellular,apr,tue,424.0,2,999,2,failure,no
1314,34,management,single,high.school,no,no,no,cellular,jul,mon,264.0,1,999,0,nonexistent,no
1315,44,admin.,married,university.degree,no,no,no,telephone,jun,thu,136.0,1,999,0,nonexistent,no
1316,27,technician,single,university.degree,no,yes,no,cellular,may,mon,90.0,4,999,1,failure,no
1317,46,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,129.0,1,999,0,nonexistent,no
1318,38,admin.,single,high.school,unknown,yes,no,telephone,jun,thu,67.0,2,999,0,nonexistent,no
1319,35,services,single,high.school,no,no,no,cellular,may,thu,146.0,1,999,1,failure,no
1320,29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,112.0,5,999,0,nonexistent,no
1321,28,admin.,married,high.school,no,yes,no,telephone,jun,tue,185.0,3,999,0,nonexistent,no
1322,48,retired,divorced,professional.course,no,no,no,telephone,may,fri,219.0,2,999,0,nonexistent,no
1323,46,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,fri,157.0,3,999,0,nonexistent,no
1324,44,admin.,married,high.school,no,yes,yes,cellular,may,fri,111.0,4,999,0,nonexistent,no
1325,31,technician,single,university.degree,no,yes,no,cellular,nov,thu,137.0,5,999,0,nonexistent,no
1326,43,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,722.0,2,11,1,success,yes
1327,30,admin.,married,university.degree,no,no,no,cellular,aug,mon,160.0,1,999,0,nonexistent,no
1328,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,189.0,2,999,0,nonexistent,no
1329,52,housemaid,married,basic.4y,no,yes,yes,cellular,jul,tue,105.0,7,999,0,nonexistent,no
1330,55,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,thu,93.0,4,999,0,nonexistent,no
1331,44,admin.,married,university.degree,no,no,no,cellular,aug,wed,120.0,1,999,1,failure,no
1332,36,entrepreneur,married,high.school,no,yes,no,cellular,apr,tue,736.0,7,999,0,nonexistent,no
1333,54,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,355.0,2,999,0,nonexistent,no
1334,36,admin.,married,high.school,no,yes,no,telephone,jun,thu,285.0,2,999,0,nonexistent,no
1335,31,technician,single,university.degree,no,yes,no,cellular,may,tue,145.0,1,999,0,nonexistent,no
1336,26,admin.,single,university.degree,no,no,no,telephone,jun,thu,394.0,1,999,0,nonexistent,no
1337,48,admin.,divorced,high.school,no,no,no,telephone,jun,wed,314.0,1,999,0,nonexistent,no
1338,51,admin.,single,basic.6y,no,yes,no,telephone,may,fri,161.0,1,999,0,nonexistent,no
1339,52,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,11.0,5,999,0,nonexistent,no
1340,34,admin.,married,high.school,no,yes,no,cellular,jul,wed,95.0,4,999,0,nonexistent,no
1341,46,services,married,high.school,no,no,no,cellular,apr,wed,325.0,2,999,0,nonexistent,no
1342,21,student,single,high.school,no,no,no,cellular,nov,tue,280.0,1,7,2,failure,no
1343,52,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,22.0,2,999,0,nonexistent,no
1344,27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,118.0,1,999,0,nonexistent,no
1345,34,admin.,married,university.degree,no,no,yes,cellular,aug,wed,15.0,11,999,0,nonexistent,no
1346,26,admin.,single,university.degree,no,no,no,telephone,oct,wed,541.0,1,999,2,failure,no
1347,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,257.0,1,999,0,nonexistent,no
1348,31,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,222.0,4,999,0,nonexistent,no
1349,27,student,single,high.school,no,yes,no,cellular,dec,tue,396.0,1,999,0,nonexistent,no
1350,35,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,220.0,1,999,1,failure,no
1351,54,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,52.0,3,999,0,nonexistent,no
1352,32,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,80.0,4,999,0,nonexistent,no
1353,32,admin.,divorced,high.school,no,no,no,cellular,nov,tue,115.0,1,999,1,failure,no
1354,33,services,married,high.school,no,yes,no,telephone,may,fri,389.0,2,999,0,nonexistent,no
1355,35,management,married,university.degree,no,yes,no,cellular,nov,mon,63.0,2,999,0,nonexistent,no
1356,36,services,single,high.school,no,no,no,cellular,jul,wed,399.0,17,999,0,nonexistent,no
1357,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,221.0,2,999,0,nonexistent,no
1358,59,unemployed,married,professional.course,no,no,no,cellular,aug,thu,82.0,3,999,0,nonexistent,no
1359,37,admin.,single,high.school,no,no,no,cellular,jul,mon,249.0,3,999,0,nonexistent,no
1360,29,admin.,single,university.degree,no,yes,no,cellular,apr,mon,378.0,3,12,1,success,no
1361,33,services,unknown,high.school,no,no,no,telephone,jun,fri,11.0,21,999,0,nonexistent,no
1362,37,technician,married,professional.course,no,yes,no,telephone,jun,thu,683.0,2,999,0,nonexistent,yes
1363,32,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,122.0,8,999,0,nonexistent,no
1364,32,self-employed,divorced,professional.course,unknown,yes,no,telephone,jun,wed,235.0,3,999,0,nonexistent,no
1365,31,technician,divorced,university.degree,no,no,yes,cellular,aug,fri,180.0,1,999,0,nonexistent,no
1366,51,admin.,married,high.school,unknown,yes,no,telephone,may,wed,359.0,1,999,0,nonexistent,no
1367,51,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,150.0,1,999,0,nonexistent,no
1368,25,admin.,single,high.school,no,yes,no,cellular,jul,thu,189.0,2,999,0,nonexistent,no
1369,39,admin.,single,high.school,no,yes,yes,cellular,nov,tue,95.0,1,999,0,nonexistent,no
1370,42,technician,married,professional.course,no,no,no,cellular,may,fri,1014.0,2,999,0,nonexistent,no
1371,32,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,314.0,1,999,0,nonexistent,no
1372,33,admin.,married,university.degree,no,no,no,telephone,jun,tue,286.0,2,999,0,nonexistent,no
1373,36,admin.,married,high.school,no,no,no,telephone,may,wed,227.0,2,999,0,nonexistent,no
1374,41,technician,married,professional.course,no,no,no,cellular,aug,mon,203.0,2,999,0,nonexistent,no
1375,31,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,jul,wed,336.0,1,999,0,nonexistent,no
1376,34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,145.0,1,999,0,nonexistent,no
1377,28,admin.,single,university.degree,no,yes,no,cellular,oct,thu,522.0,2,999,0,nonexistent,no
1378,48,blue-collar,single,basic.6y,unknown,no,no,telephone,may,fri,148.0,4,999,0,nonexistent,no
1379,35,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,63.0,5,999,0,nonexistent,no
1380,31,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,467.0,1,999,0,nonexistent,no
1381,37,self-employed,married,basic.9y,no,yes,no,telephone,may,thu,65.0,1,999,0,nonexistent,no
1382,41,services,single,high.school,no,no,no,cellular,may,fri,1642.0,2,999,0,nonexistent,no
1383,34,admin.,married,university.degree,no,no,no,cellular,may,fri,247.0,1,999,1,failure,no
1384,26,admin.,single,university.degree,no,no,no,cellular,aug,mon,242.0,1,6,5,success,yes
1385,32,admin.,married,high.school,no,no,no,cellular,jul,wed,185.0,4,999,0,nonexistent,no
1386,29,admin.,single,high.school,no,yes,no,cellular,may,thu,54.0,11,999,0,nonexistent,no
1387,38,housemaid,married,university.degree,no,no,no,telephone,jun,mon,100.0,5,999,0,nonexistent,no
1388,30,management,married,university.degree,no,yes,yes,cellular,jul,wed,229.0,4,999,0,nonexistent,no
1389,51,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,197.0,3,999,0,nonexistent,no
1390,33,technician,married,high.school,no,no,no,cellular,aug,thu,152.0,4,999,0,nonexistent,no
1391,48,admin.,single,professional.course,no,no,no,cellular,nov,wed,207.0,1,999,0,nonexistent,no
1392,54,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,773.0,2,999,0,nonexistent,no
1393,31,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,359.0,2,999,0,nonexistent,no
1394,37,management,married,university.degree,no,no,no,telephone,may,mon,337.0,2,999,0,nonexistent,no
1395,41,services,single,professional.course,no,yes,no,telephone,jul,tue,143.0,1,999,0,nonexistent,no
1396,57,management,married,basic.9y,unknown,yes,no,telephone,jun,mon,30.0,4,999,0,nonexistent,no
1397,32,admin.,single,university.degree,no,no,no,cellular,aug,fri,47.0,4,999,0,nonexistent,no
1398,33,blue-collar,single,professional.course,no,no,no,cellular,apr,tue,221.0,2,999,0,nonexistent,no
1399,47,self-employed,married,basic.9y,no,yes,no,telephone,apr,tue,226.0,5,999,0,nonexistent,no
1400,41,admin.,married,university.degree,no,no,no,cellular,aug,wed,85.0,5,999,0,nonexistent,no
